slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
cricket,Cricket,Saint-Hippolyte,Vino,,"Château Lassegue, 33330 Saint-Hippolyte",,,,,https://www.chateau-lassegue.com/,,,https://www.google.com/maps/search/?api=1&query=44.877308%2C-0.128045&query_place_id=ChIJ0Y_dFEZQVQ0RCQLE5jMGdD0,44.877308,-0.128045,,pendiente,no comprobado,,,447
chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien-Beychevelle,Vino,,"Château Gruaud Larose, 33250 Saint-Julien-Beychevelle",,,,,https://www.gruaud-larose.com/,,,https://www.google.com/maps/search/?api=1&query=45.144562%2C-0.750938&query_place_id=ChIJkc8wtAPQAUgRmTwx4fhjLJI,45.144562,-0.750938,,pendiente,no comprobado,,,322
chateau-balac,Château Balac,Saint-Laurent-Médoc,Vino,,33112 Saint-Laurent-Médoc,,,,,https://chateaubalac.com,,,https://www.google.com/maps/search/?api=1&query=45.170438%2C-0.833313&query_place_id=ChIJEwAAAMDcAUgRtJs-QpfD6m0,45.170438,-0.833313,,pendiente,no comprobado,,,291
pepinieres-guitton,Pepinieres Guitton,Saint-Laurent-Médoc,Otros,,"1 Font de Peyre, 33112 Saint-Laurent-Médoc",,,,,https://www.pepiniereguitton.com,,,https://www.google.com/maps/search/?api=1&query=45.107547%2C-0.803579&query_place_id=ChIJOyh5zQjbAUgR-9frWK7B7Uw,45.107547,-0.803579,,pendiente,no comprobado,,,1628
blancan-francoise,Blancan Francoise,Saint-Maixant,Vino,,"Gingeau Lieu Dit Mouchac, 33490 Saint-Maixant",,,,,https://www.domainedegingeau.com/,,,https://www.google.com/maps/search/?api=1&query=44.588416%2C-0.235334&query_place_id=ChIJ8VyMn8xtVQ0RA69nSzGYiZY,44.588416,-0.235334,,pendiente,no comprobado,,,100
chateau-touzinat,Château Touzinat,Saint-Pey-d'Armens,Vino,,"Château Touzinat Lieut Dit Clotte, 33330 Saint-Pey-d'Armens",,,,,https://invindia.fr/domaine/chateau-touzinat/,,,https://www.google.com/maps/search/?api=1&query=44.862187%2C-0.107313&query_place_id=ChIJeznfXrZRVQ0RsmPfZtm_ZDg,44.862187,-0.107313,,pendiente,no comprobado,,,357
chateau-hourtin-ducasse,Château Hourtin-Ducasse,Saint-Sauveur,Carne,,"3 Route de la Châtole, 33250 Saint-Sauveur",,,,,https://www.hourtin-ducasse.com,,,https://www.google.com/maps/search/?api=1&query=45.191920%2C-0.802148&query_place_id=ChIJV1aDX1HEAUgRC7U15c2TlLA,45.191920,-0.802148,,pendiente,no comprobado,,,324
bareille-bordeau-nadine,Bareille Bordeau Nadine,Saint-Seurin-de-Cadourne,Vino,,"10 Rue du General de Gaulle, 33180 Saint-Seurin-de-Cadourne",,,,,https://www.cave-la-paroisse.fr/,,,,45.2861197,-0.7897504999999999,,pendiente,no comprobado,,,64
chateau-roc-de-boisseaux,Château Roc de Boisseaux,Saint-Sulpice-de-Faleyrens,Vino,,"274, Lieu-Dit Trapeau, 33330 Saint-Sulpice-de-Faleyrens",,,,,https://www.rocdeboisseaux.com,,,https://www.google.com/maps/search/?api=1&query=44.860812%2C-0.168188&query_place_id=ChIJDy2KSe1PVQ0RvwmCYkkjMFA,44.860812,-0.168188,,pendiente,no comprobado,,,349
4a,4A,Saint-Émilion,Vino,,"320 Chemin de la Garelle, 33330 Saint-Émilion",,,,,https://chateauzayawinery.com,,,,44.872179,-0.146834,,pendiente,no comprobado,,,1
augarde-peyrelongue,Augarde Peyrelongue,Saint-Émilion,Vino,,"1 Marquey Sud Chateau Peyrelongue, 33330 Saint-Émilion",,,,,https://www.chateaupeyrelongue.fr/,,,https://www.google.com/maps/search/?api=1&query=44.876063%2C-0.146563&query_place_id=ChIJV8vw-CZQVQ0RxAjt3_D3yms,44.876063,-0.146563,,pendiente,no comprobado,,,52
chateau-jean-faure,Château Jean Faure,Saint-Émilion,Vino,Vins,"3028 Rte de Vachon, 33330 Saint-Émilion",An organic winery in Saint-Émilion producing vins under the Château Jean Faure identity.,,,,https://www.jeanfaure.com/,https://www.facebook.com/CHATEAUJEANFAURE/,https://www.instagram.com/chateaujeanfaure/,https://www.google.com/maps/search/?api=1&query=44.920166%2C-0.182873&query_place_id=ChIJLcvi4X1OVQ0RpMjzNrG68GE,44.920166,-0.182873,,verificado,no comprobado,,,325
chateau-trianon,Château Trianon,Saint-Émilion,Vino,,"Chateau Trianon, 33330 Saint-Émilion",,,,,https://www.chateau-trianon.fr,,,https://www.google.com/maps/search/?api=1&query=44.902812%2C-0.199937&query_place_id=ChIJ3f7DauxOVQ0RrFU3nb_CQJE,44.902812,-0.199937,,pendiente,no comprobado,,,358
earl-persevero,EARL Persevero,Saint-Émilion,Vino,,"Château la Grâce Fonrazade, 33330 Saint-Émilion",,,,,https://www.chateaulagracefonrazade.com,,,https://www.google.com/maps/search/?api=1&query=EARL%20Persevero%2C%20Ch%C3%A2teau%20la%20Gr%C3%A2ce%20Fonrazade%2C%2033330%20Saint-%C3%89milion&query_place_id=ChIJwRggVVdOVQ0RED7i3tNlha4,44.897017999999996,-0.18235099999999999,,pendiente,no comprobado,,,731
egreteau-buhler-laeticia,Egreteau Buhler Laeticia,Saint-Émilion,Vino,,"Cros, 33330 Saint-Émilion",,,,,http://chateau-pasdelane.com/,,,,44.9085919,-0.1840007,,pendiente,no comprobado,,,737
vignobles-pilotte-audier,Vignobles Pilotte Audier,Saint-Émilion,Vino,,"4 Gadete, Chateau la Grace Dieu les Menuts, 33330 Saint-Émilion",,,,,https://xn--chteaulagracedieulesmenuts-xfc.fr,,,https://www.google.com/maps/search/?api=1&query=Vignobles%20Pilotte%20Audier%2C%204%20Gadete%2C%20Chateau%20la%20Grace%20Dieu%20les%20Menuts%2C%2033330%20Saint-%C3%89milion&query_place_id=ChIJtyddDmdOVQ0RE3LC3__n_XA,44.907604899999995,-0.1774535,,pendiente,no comprobado,,,1749
cfd-chateau-lestribeau,CFD Château Lestribeau,Sallebœuf,Vino,,"24 Chemin de Labatut, 33370 Sallebœuf",,,,,https://chateaulestribeau.com/,,,https://www.google.com/maps/search/?api=1&query=44.845919%2C-0.400461&query_place_id=ChIJfXI62nY6VQ0RKxlhnd11NA4,44.845919,-0.400461,,pendiente,no comprobado,,,252
chateau-nodoz,Château Nodoz,Tauriac,Vino,,"Château Nodoz, 33710 Tauriac",,,,,https://www.chateau-nodoz.com,,,https://www.google.com/maps/search/?api=1&query=45.0695328%2C-0.5175522&query_place_id=ChIJt2u1IUwpAEgRdPu_jyMSlSU,45.0695328,-0.5175522,,pendiente,no comprobado,,,342
chateau-bois-vert,Château Bois Vert,Val-de-Livenne,Vino,,"Bois Vert, 33820 Val-de-Livenne",,,,,http://www.chateauboisvert.com/notre-histoire/,,,https://www.google.com/maps/search/?api=1&query=45.280596%2C-0.573836&query_place_id=ChIJZ--bvRI1AEgRczOaRJ0MVd4,45.280596,-0.573836,,pendiente,no comprobado,,,295
pichon-bellevue,Pichon Bellevue,Vayres,Vino,,"23 Avenue du Stade, 33870 Vayres",,,,,https://chateau-pichon-bellevue.com/accueil/,,,https://www.google.com/maps/search/?api=1&query=44.892667%2C-0.328961&query_place_id=ChIJF4AkFE82VQ0RzSmxOCKve_Q,44.892667,-0.328961,,pendiente,no comprobado,,,1631
chateau-l-escart,Château L'Escart,Saint-Loubès,Vino,Vins,"CHATEAU L'ESCART/CHATEAU LE BERGEY 70chemin Couvertaire - B.P. 8, 33450 Saint-Loubès","An organic producer in Saint-Loubès, offering Vins under the Château L'Escart identity.",,+33556775319,info@chateaulescart.com,https://www.chateaulescart.com,https://www.facebook.com/Chateaulescart,https://www.instagram.com/lescartwines/,https://www.google.com/maps/search/?api=1&query=44.9170716%2C-0.45474139&query_place_id=ChIJUxMGeQMuVQ0R_2IHNiZwQQE,44.9170716,-0.45474139,,verificado,no comprobado,,,326
chateau-du-mayne-la-merci,Château du Mayne La Merci,Barsac,Vino,Vins,"6 LD LE MAYNE, 33720 BARSAC","An organic producer in Barsac, offering Vins under the Château du Mayne La Merci identity.",,+33950036545,contact@lemayne.com,https://www.lemayne.com,https://www.facebook.com/MayneLaMerci,https://www.instagram.com/chateaudumaynelamerci/,https://www.google.com/maps/search/?api=1&query=44.601528%2C-0.31794599&query_place_id=ChIJQ8H--b8TVQ0RnvCzVgZ9C1I,44.601528,-0.31794599,,verificado,no comprobado,,,317
chateau-roland-la-garde,Château Roland La Garde,Saint-Seurin-de-Cursac,Vino,Vins,"8 la Garde, 33390 Saint-Seurin-de-Cursac","An organic producer in Saint-Seurin-de-Cursac, offering Vins under the Château Roland La Garde identity.",,+33557423229,contact@roland-la-garde.com,https://www.roland-la-garde.com,https://www.facebook.com/rolandlagarde,https://www.instagram.com/roland.la.garde,https://www.google.com/maps/search/?api=1&query=45.152886%2C-0.63064499&query_place_id=ChIJkVeuemTNAUgRNg4jwKfmHYw,45.152886,-0.63064499,,verificado,no comprobado,,,350
chateau-l-inclassable,Château L'Inclassable,Blaignan-Prignac,Vino,vins de Médoc,"4 chemin des Vignes, 33340 Blaignan-Prignac",Château L'Inclassable is an organic wine estate in Blaignan-Prignac producing Médoc wines.,,+33556090217,remy.fauchey@orange.fr,https://www.linclassable.com/,,https://www.instagram.com/chateaulinclassable,https://www.google.com/maps/search/?api=1&query=45.308899%2C-0.89507198&query_place_id=ChIJWzvGGJO_AUgR8eGTwfFiaf0,45.308899,-0.89507198,,verificado,no comprobado,,,327
bergerie-de-daignac,Bergerie de Daignac,Daignac,Lácteos y quesos,"Tomme, fromages, greuil et caillé de brebis","Bergerie de Daignac, 33420 Daignac",A transhumant Basco-Béarnaise sheep farm making and maturing ewe's-milk cheeses in its own workshop and stone cellar.,Oct–mai: mar–dim 10:00–12:00 et dès 18:00; juin–mi-oct: ven et dim 18:00–20:00 ou sur rendez-vous,+33681458866,bergeriededaignac@orange.fr,,,,https://www.google.com/maps/search/?api=1&query=Bergerie%20de%20Daignac%2C%20Bergerie%20de%20Daignac%2C%2033420%20Daignac&query_place_id=ChIJbyRlTZBHVQ0RhxoOrqtEUf8,44.802272251567,-0.25109953875733,,parcial,no comprobado,,Carne,75
le-potager-de-lanton,Le Potager de Lanton,Lanton,Fruta y verdura,Légumes de saison biologiques et myrtilles,"1 route de Maisonieu, Les Dorats, 33138 Lanton",A family organic market garden in Lanton producing seasonal vegetables and pick-your-own blueberries.,Mar–sam 10:00–12:00 et 14:00–17:00,+33615153851,info@lepotagerdelanton.fr,https://lepotagerdelanton.fr/,https://www.facebook.com/lepotagerdelanton.fr/,https://www.instagram.com/lepotagerdelanton/,https://www.google.com/maps/search/?api=1&query=Le%20Potager%20de%20Lanton%2C%201%20route%20de%20Maisonieu%2C%20Les%20Dorats%2C%2033138%20Lanton&query_place_id=ChIJ_az6BKm7VA0RvFU6vs87_x4,44.801448632009,-1.0178661346436,,verificado,no comprobado,,,1452
olavache,OlaVache,Aillas,Lácteos y quesos,"Fromages frais, affinés et aromatisés au lait cru de vache","5 Route de Gans, Lacampagne, 33124 Aillas","Amanda Désarnault makes raw-cow-milk cheeses in the OlaVache workshop at the Lacampagne collective farm, using milk from a nearby dairy farm.",,,,https://app.cagette.net/olavache,,,https://www.google.com/maps/search/?api=1&query=OlaVache%2C%205%20Route%20de%20Gans%2C%20Lacampagne%2C%2033124%20Aillas&query_place_id=ChIJkdd4qMt5VQ0R_m09FxxGTqo,44.465171,-0.098408,,verificado,sí,marketplace,,1609
oh-lait-lait,Oh Lait Lait,Bordeaux,Lácteos y quesos,"Fromages artisanaux, yaourts et glaces","52 Rue de la Compagnie du Midi, 33800 Bordeaux","An urban artisan dairy where cheeses, yogurts and ice creams are made and sold on site in Bordeaux.",,,,https://www.ohlaitlait.fr/,https://www.facebook.com/profile.php?id=61556073393114,https://www.instagram.com/ohlaitlait/,https://www.google.com/maps/search/?api=1&query=Oh%20Lait%20Lait%2C%2052%20Rue%20de%20la%20Compagnie%20du%20Midi%2C%2033800%20Bordeaux&query_place_id=ChIJU3C9wQknVQ0RdsnYHEVo7m8,44.820897,-0.5601,,verificado,no comprobado,,,1608
fromagerie-beausejour,Fromagerie Beauséjour,Gironde-sur-Dropt,Lácteos y quesos,"Fromages type gouda au lait cru de vache, chèvre et brebis; mozzarella; charcuteries","1564 Route de Beauséjour, 33190 Gironde-sur-Dropt",Jan and Maaike make raw-milk cheeses and mozzarella on the farm and raise pigs on whey for their own meat and preserved charcuterie.,Mer 17:00–19:00; sam 10:00–12:00,+33634664715,contact@fromageriebeausejour.fr,https://fromageriebeausejour.fr/,,,https://www.google.com/maps/search/?api=1&query=Fromagerie%20Beaus%C3%A9jour%2C%201564%20Route%20de%20Beaus%C3%A9jour%2C%2033190%20Gironde-sur-Dropt&query_place_id=ChIJSYgWzIdjVQ0RpEKL1a9LmqE,44.5975595,-0.0763917,,verificado,no comprobado,,Carne|Conservas,983
domaine-de-montagne,Domaine de Montagne,Capian,Lácteos y quesos,Fromages fermiers biologiques de brebis; vins et jus de raisin; viande d'agneau,"457 Montagne, 33550 Capian","Michaël Bonnaud combines an organic sheep dairy with winegrowing at Domaine de Montagne, producing ewe's-milk cheese, wine, grape juice and lamb.",,+33603365844,domainedemontagne@laposte.net,https://domainedemontagne.wixsite.com/capian,,,https://www.google.com/maps/search/?api=1&query=Domaine%20de%20Montagne%2C%20457%20Montagne%2C%2033550%20Capian&query_place_id=ChIJRWiGepc_VQ0RBpOnjdgrpjE,44.715891,-0.325409,,verificado,no comprobado,,Vino|Carne,544
ferme-des-jarouilles,Ferme des Jarouilles,Coutras,Lácteos y quesos,"Fromages de chèvre et de vache, tommes, yaourts, lait cru, crème et beurre","36 Les Landes, 33230 Coutras",This organic mixed dairy transforms its goat and cow milk into cheeses and fresh dairy products and also raises animals for farm meat.,Lun et mer 17:00–18:30; ven 16:00–18:30; sam 09:00–18:30,+33635443655,fermedesjarouilles@gmail.com,https://www.jarouilles.fr/,https://www.facebook.com/fermedesjarouilles/,,https://www.google.com/maps/search/?api=1&query=Ferme%20des%20Jarouilles%2C%2036%20Les%20Landes%2C%2033230%20Coutras&query_place_id=ChIJEV1fTLgDAEgRaqwXoy9DrCg,45.047597,-0.096477,,verificado,no comprobado,,Carne,879
domaine-du-grand-brignac,Domaine du Grand Brignac,Donnezac,Lácteos y quesos,Fromages biologiques,"4 Le Grand Brignac, 33860 Donnezac",Alexandra Wojciechowski runs an organic farm in Donnezac with certified cheese production.,,,,,,,https://www.google.com/maps/search/?api=1&query=Domaine%20du%20Grand%20Brignac%2C%204%20Le%20Grand%20Brignac%2C%2033860%20Donnezac&query_place_id=ChIJ3SL2sLcwAEgRzoplmQE-kLs,45.217882,-0.469249,,parcial,no comprobado,,,583
chateau-pouly,Château Pouly,Gornac,Lácteos y quesos,Fromages et produits laitiers biologiques au lait de vache,"706 Route de Poulit, 33540 Gornac",Petra and Paulus Van der Arend run an organic dairy-cattle farm with registered cheese and dairy production at Château Pouly.,,,,,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Pouly%2C%20706%20Route%20de%20Poulit%2C%2033540%20Gornac&query_place_id=ChIJI7Qns_xpVQ0RMmw2ATkK5sA,44.66788,-0.190409,,parcial,no comprobado,,,346
gaec-iriberri,GAEC Iriberri,Labescau,Lácteos y quesos,Fromages fermiers de brebis,"547 Péberin, 33690 Labescau",Txomin and Pauline Iriberri raise sheep organically and transform their milk into farm cheeses in Labescau.,,,,,,,,44.448663,-0.062579,,parcial,no comprobado,,,1108
la-petite-ferme-d-aurore,La Petite Ferme d'Aurore,Saint-Antoine-sur-l'Isle,Lácteos y quesos,"Yaourts, fromages frais et affinés, et glaces au lait de brebis","534 Route de la Double, 33660 Saint-Antoine-sur-l'Isle","Aurore Labrue raises dairy sheep organically and transforms their milk into yogurts, fresh and matured cheeses and ice cream.",Retrait des commandes: mer 16:00–19:00,+33677899958,,https://www.local.direct/la-petite-ferme-d-aurore,,,https://www.google.com/maps/search/?api=1&query=La%20Petite%20Ferme%20d%27Aurore%2C%20534%20Route%20de%20la%20Double%2C%2033660%20Saint-Antoine-sur-l%27Isle&query_place_id=ChIJs68y7WL__0cR5dhacWxfkDU,45.067151,0.056575,,verificado,sí,marketplace,,1375
ferme-guttierrez,Ferme Guttierrez — GAEC La Grande Chaux,Saint-Christophe-de-Double,Lácteos y quesos,"Tome de la Chaux, fromages au lait cru de brebis et yaourts","26 Route de la Grande Chaux, 33230 Saint-Christophe-de-Double",The Guttierrez family raises a transhumant organic sheep flock and makes a broad range of raw-ewe's-milk cheeses and yogurts on the farm.,Jan–mai: mar 16:00–18:00; toute l'année sur rendez-vous,+33557690774,gaecdelagrandechaux@gmail.com,https://ferme-guttierrez.webflow.io/,,,https://www.google.com/maps/search/?api=1&query=Ferme%20Guttierrez%20%E2%80%94%20GAEC%20La%20Grande%20Chaux%2C%2026%20Route%20de%20la%20Grande%20Chaux%2C%2033230%20Saint-Christophe-de-Double&query_place_id=ChIJL1Vrj3P9_0cRrwkslloN2rg,45.078765,0.056759,,verificado,sí,marketplace,,934
chateau-le-pis,Château Le Pis,Taillecavat,Lácteos y quesos,"Lait cru, fromages, yaourts, glaces et panna cotta; vins","597 Route de Monségur, 33580 Taillecavat",A family organic estate combining a dairy herd and on-farm milk processing with its own Bordeaux wine production.,Distributeur de lait 24 h/24,+33788485067,info@chateaulepis.com,https://www.chateaulepis.com/,https://www.facebook.com/chateaulepis,https://www.instagram.com/chateaulepis/,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Le%20Pis%2C%20597%20Route%20de%20Mons%C3%A9gur%2C%2033580%20Taillecavat&query_place_id=ChIJOWpkYt6ZqhIRkg3DuC_hVvE,44.646361,0.145393,,verificado,no comprobado,,Vino,335
chateau-des-rochers,Château des Rochers,Belvès-de-Castillon,Vino,Castillon Côtes de Bordeaux biologiques et biodynamiques,"154 Route des Vignes, 33350 Belvès-de-Castillon",A family estate in Belvès-de-Castillon growing grapes organically and biodynamically and vinifying Castillon Côtes de Bordeaux wines on the property.,Sur rendez-vous,+33603960686,chateaudesrochers@gmail.com,https://www.chateaudesrochers.fr/,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20des%20Rochers%2C%20154%20Route%20des%20Vignes%2C%2033350%20Belv%C3%A8s-de-Castillon&query_place_id=ChIJMU_8jqVXVQ0RFo4DKYhk_kw,44.879528,-0.032307,,verificado,no comprobado,,,315
