slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
olio-anfosso-sas,OLIO ANFOSSO SAS,Chiusavecchia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via IV Novembre 95 18027 Chiusavecchia (IM),OLIO ANFOSSO SAS produces certified Riviera Ligure DOP extra-virgin olive oil in Chiusavecchia.,,+39018352418,anfosso@olioanfosso.it,http://www.olioanfosso.it,,,https://www.google.com/maps/search/?api=1&query=OLIO%20ANFOSSO%20SAS%2C%20Via%20IV%20Novembre%2095%2018027%20Chiusavecchia%20(IM),43.96781,7.98337,,verificado,no comprobado,,
frantoio-venturino-bartolomeo,FRANTOIO VENTURINO BARTOLOMEO,Diano San Pietro,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Molini 1 18013 Diano S. Pietro (IM),FRANTOIO VENTURINO BARTOLOMEO produces certified Riviera Ligure DOP extra-virgin olive oil in Diano San Pietro.,,+390183429505,info@frantoioventurino.com,http://www.frantoioventurino.com,,,https://www.google.com/maps/search/?api=1&query=FRANTOIO%20VENTURINO%20BARTOLOMEO%2C%20Via%20Molini%201%2018013%20Diano%20S.%20Pietro%20(IM),43.93095,8.06869,,verificado,no comprobado,,
saguato-srl,SAGUATO SRL,Diano San Pietro,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Corso L. Saguato 5 18013 Diano S. Pietro (IM),SAGUATO SRL produces certified Riviera Ligure DOP extra-virgin olive oil in Diano San Pietro.,,+39018349280,info@anticofrantoiosaguato.it,http://www.anticofrantoiosaguato.it,,,https://www.google.com/maps/search/?api=1&query=SAGUATO%20SRL%2C%20Corso%20L.%20Saguato%205%2018013%20Diano%20S.%20Pietro%20(IM),43.93095,8.06869,,verificado,no comprobado,,
frantoio-ghiglione,FRANTOIO GHIGLIONE,Dolcedo,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Ciancergo 25 18020 Dolcedo (IM),FRANTOIO GHIGLIONE produces certified Riviera Ligure DOP extra-virgin olive oil in Dolcedo.,,+390183280043,info@frantoioghiglione.it,http://www.frantoioghiglione.it,,,https://www.google.com/maps/search/?api=1&query=FRANTOIO%20GHIGLIONE%2C%20Via%20Ciancergo%2025%2018020%20Dolcedo%20(IM),43.90689,7.95161,,verificado,no comprobado,,
amoretti-e-gazzano,AMORETTI & GAZZANO,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Arg. Sx. 102 18100 Imperia (IM),AMORETTI & GAZZANO produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+390183294342,info@olioamorettiegazzano.it,https://www.olioamorettiegazzano.it,,,https://www.google.com/maps/search/?api=1&query=AMORETTI%20%26%20GAZZANO%2C%20Via%20Arg.%20Sx.%20102%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
benza-frantoiano,BENZA FRANTOIANO,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Dolcedo 180 18100 Imperia (IM),BENZA FRANTOIANO produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+390183280132,info@oliobenza.it,http://www.oliobenza.it,,,https://www.google.com/maps/search/?api=1&query=BENZA%20FRANTOIANO%2C%20Via%20Dolcedo%20180%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
frantoio-di-sant-agata-d-oneglia,FRANTOIO DI SANT'AGATA D'ONEGLIA,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Strada dei Francesi 48 18100 Imperia (IM),FRANTOIO DI SANT'AGATA D'ONEGLIA produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+390183293472,frantoio@frantoiosantagata.com,http://www.frantoiosantagata.com,,,https://www.google.com/maps/search/?api=1&query=FRANTOIO%20DI%20SANT'AGATA%20D'ONEGLIA%2C%20Strada%20dei%20Francesi%2048%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
fratelli-carli,FRATELLI CARLI,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Garessio 11/13 18100 Imperia (IM),FRATELLI CARLI produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+390183720000,info@oliocarli.it,http://www.oliocarli.it,,,https://www.google.com/maps/search/?api=1&query=FRATELLI%20CARLI%2C%20Via%20Garessio%2011%2F13%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
giuseppe-calvi-e-c,GIUSEPPE CALVI & C.,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Garessio 56 18100 Imperia (IM),GIUSEPPE CALVI & C. produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+390183292851,posta@oliocalvi.it,https://www.oliocalvi.it,,,https://www.google.com/maps/search/?api=1&query=GIUSEPPE%20CALVI%20%26%20C.%2C%20Via%20Garessio%2056%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
societa-agricola-foena-srl,SOCIETA' AGRICOLA FOENA SRL,Imperia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Clavi 22 18100 Imperia (IM),SOCIETA' AGRICOLA FOENA SRL produces certified Riviera Ligure DOP extra-virgin olive oil in Imperia.,,+3939456854,fabrizio@oliofresia.it,http://www.oliofresia.it,,,https://www.google.com/maps/search/?api=1&query=SOCIETA'%20AGRICOLA%20FOENA%20SRL%2C%20Via%20Clavi%2022%2018100%20Imperia%20(IM),43.88647,8.02965,,verificado,no comprobado,,
azienda-agricola-carlo-siffredi,AZIENDA AGRICOLA CARLO SIFFREDI,Lucinasco,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Roma 1 18027 Lucinasco (IM),AZIENDA AGRICOLA CARLO SIFFREDI produces certified Riviera Ligure DOP extra-virgin olive oil in Lucinasco.,,+390183555009,info@carlosiffredi.com,http://www.carlosiffredi.com,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20CARLO%20SIFFREDI%2C%20Via%20Roma%201%2018027%20Lucinasco%20(IM),43.96771,7.96281,,verificado,no comprobado,,
azienda-agricola-dinoabbo-ss,AZIENDA AGRICOLA DINOABBO SS,Lucinasco,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Roma 2 18020 Lucinasco (IM),AZIENDA AGRICOLA DINOABBO SS produces certified Riviera Ligure DOP extra-virgin olive oil in Lucinasco.,,+39018352441,info@dinoabbo.it,http://www.dinoabbo.it,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20DINOABBO%20SS%2C%20Via%20Roma%202%2018020%20Lucinasco%20(IM),43.96771,7.96281,,verificado,no comprobado,,
azienda-agricola-terra-leggiadra-ssa,AZIENDA AGRICOLA TERRA LEGGIADRA SSA,Lucinasco,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Roma 14 18027 Lucinasco (IM),AZIENDA AGRICOLA TERRA LEGGIADRA SSA produces certified Riviera Ligure DOP extra-virgin olive oil in Lucinasco.,,+393668103579,info@terraleggiadra.it,http://www.terraleggiadra.it,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20TERRA%20LEGGIADRA%20SSA%2C%20Via%20Roma%2014%2018027%20Lucinasco%20(IM),43.96771,7.96281,,verificado,no comprobado,,
azienda-agricola-rossi-roberto-arsolea,AZIENDA AGRICOLA ROSSI ROBERTO – ARSOLEA,Pietrabruna,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Viale Kennedy 26 18010 Pietrabruna (IM),AZIENDA AGRICOLA ROSSI ROBERTO – ARSOLEA produces certified Riviera Ligure DOP extra-virgin olive oil in Pietrabruna.,,+393895713249,info@arsolea.it,http://www.arsolea.it,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20ROSSI%20ROBERTO%20%E2%80%93%20ARSOLEA%2C%20Viale%20Kennedy%2026%2018010%20Pietrabruna%20(IM),43.88981,7.90328,,verificado,no comprobado,,
azienda-agricola-torre-dei-paponi,AZIENDA AGRICOLA TORRE DEI PAPONI,Pietrabruna,Aceite,Olio extravergine di oliva Riviera Ligure DOP,"Via G. Carducci, 8 - Torre Paponi 18010 Pietrabruna (IM)",AZIENDA AGRICOLA TORRE DEI PAPONI produces certified Riviera Ligure DOP extra-virgin olive oil in Pietrabruna.,,+390183930020,torredeipaponi@libero.it,http://www.torredeipaponi.it,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20TORRE%20DEI%20PAPONI%2C%20Via%20G.%20Carducci%2C%208%20-%20Torre%20Paponi%2018010%20Pietrabruna%20(IM),43.88981,7.90328,,verificado,no comprobado,,
frantoio-ulivi-di-liguria,FRANTOIO ULIVI DI LIGURIA,Pietrabruna,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Mameli 25 Torre Paponi 18010 Pietrabruna (IM),FRANTOIO ULIVI DI LIGURIA produces certified Riviera Ligure DOP extra-virgin olive oil in Pietrabruna.,,+39018390121,info@frantoioulividiliguria.it,http://www.frantoioulividiliguria.it,,,https://www.google.com/maps/search/?api=1&query=FRANTOIO%20ULIVI%20DI%20LIGURIA%2C%20Via%20Mameli%2025%20Torre%20Paponi%2018010%20Pietrabruna%20(IM),43.88981,7.90328,,verificado,no comprobado,,
azienda-agricola-bassan,AZIENDA AGRICOLA BASSAN,Pompeiana,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Mazzini 71 18015 Pompeiana (IM),AZIENDA AGRICOLA BASSAN produces certified Riviera Ligure DOP extra-virgin olive oil in Pompeiana.,,+393349561439,info@oliobassan.it,http://www.oliobassan.it,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20BASSAN%2C%20Via%20Mazzini%2071%2018015%20Pompeiana%20(IM),43.85332,7.88864,,verificado,no comprobado,,
azienda-agricola-belollari-e-figli,AZIENDA AGRICOLA BELOLLARI E FIGLI,Pontedassio,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Pio XII 4 18027 Pontedassio (IM),AZIENDA AGRICOLA BELOLLARI E FIGLI produces certified Riviera Ligure DOP extra-virgin olive oil in Pontedassio.,,+393219955560,info@oliobelollari.com,http://www.oliobelollari.com,,,https://www.google.com/maps/search/?api=1&query=AZIENDA%20AGRICOLA%20BELOLLARI%20E%20FIGLI%2C%20Via%20Pio%20XII%204%2018027%20Pontedassio%20(IM),43.94028,8.0123,,verificado,no comprobado,,
pietro-isnardi-srl,PIETRO ISNARDI SRL,Pontedassio,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via Torino 156 18027 Pontedassio (IM),PIETRO ISNARDI SRL produces certified Riviera Ligure DOP extra-virgin olive oil in Pontedassio.,,+3901837981,info@isnardi.it,http://www.pietroisnardi.it,,,https://www.google.com/maps/search/?api=1&query=PIETRO%20ISNARDI%20SRL%2C%20Via%20Torino%20156%2018027%20Pontedassio%20(IM),43.94028,8.0123,,verificado,no comprobado,,
soc-sempl-agr-in-terra,SOC. SEMPL. AGR. IN TERRA,Rezzo,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Via G.Marconi 3 18026 Rezzo (IM),SOC. SEMPL. AGR. IN TERRA produces certified Riviera Ligure DOP extra-virgin olive oil in Rezzo.,,+3925666154,info@interra.bio,http://www.interra.bio,,,https://www.google.com/maps/search/?api=1&query=SOC.%20SEMPL.%20AGR.%20IN%20TERRA%2C%20Via%20G.Marconi%203%2018026%20Rezzo%20(IM),44.02143,7.87144,,verificado,no comprobado,,
casa-olearia-taggiasca,CASA OLEARIA TAGGIASCA,Taggia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Reg. Prati e Pescine Arg.Sx. 18018 Taggia (IM),CASA OLEARIA TAGGIASCA produces certified Riviera Ligure DOP extra-virgin olive oil in Taggia.,,+390184486044,info@casaoleariataggiasca.it,,,,https://www.google.com/maps/search/?api=1&query=CASA%20OLEARIA%20TAGGIASCA%2C%20Reg.%20Prati%20e%20Pescine%20Arg.Sx.%2018018%20Taggia%20(IM),43.84386,7.85093,,parcial,no comprobado,,
florcoop-sanremo-sca,FLORCOOP SANREMO SCA,Taggia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,Regione Periane 248 18018 Taggia (IM),FLORCOOP SANREMO SCA produces certified Riviera Ligure DOP extra-virgin olive oil in Taggia.,,+39018451650,frantoio@maixei.it,https://maixei.it/,,,https://www.google.com/maps/search/?api=1&query=FLORCOOP%20SANREMO%20SCA%2C%20Regione%20Periane%20248%2018018%20Taggia%20(IM),43.84386,7.85093,,verificado,no comprobado,,
frantoio-boeri-giuseppe,FRANTOIO BOERI GIUSEPPE,Taggia,Aceite,Olio extravergine di oliva Riviera Ligure DOP,"V.le della Rimembranza, 34 18018 Taggia (IM)",FRANTOIO BOERI GIUSEPPE produces certified Riviera Ligure DOP extra-virgin olive oil in Taggia.,,+390184475301,info@olioboeri.com,http://www.olioboeri.com,,,https://www.google.com/maps/search/?api=1&query=FRANTOIO%20BOERI%20GIUSEPPE%2C%20V.le%20della%20Rimembranza%2C%2034%2018018%20Taggia%20(IM),43.84386,7.85093,,verificado,no comprobado,,
