slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
sigel-gelati,Sigel Gelati,Marsala,Helados,"gelati, granite, cassate, cannoli","Contrada Digerbato 503, 91025 Marsala TP",Storico produttore marsalese di gelati e specialità dolciarie surgelate nel proprio stabilimento.,,,,https://www.sigel.it/,,,,37.79806,12.43417,,verificado,no comprobado,,Dulces y repostería,3124,it
caseificio-cangemi,Caseificio Cangemi,Partanna,Lácteos y quesos,"Vastedda della Valle del Belìce DOP, pecorino","Vicolo Battumari 25, 91028 Partanna TP",Caseificio storico di Partanna produttore di Vastedda della Valle del Belìce DOP e formaggi ovini tradizionali.,,+393388491061,caseificiocangemi@gmail.com,,,,,37.72889,12.88944,,parcial,no comprobado,,,993,it
sapori-antichi-poggioreale,Sapori Antichi,Poggioreale,Lácteos y quesos,"Vastedda della Valle del Belìce DOP, pecorino, canestrato, ricotta","Corso Umberto I 30, 91020 Poggioreale TP",Azienda agricola che alleva pecore e bufale e trasforma il proprio latte in Vastedda del Belìce e altri formaggi.,,+393204835107,info@saporiantichi.eu,https://www.saporiantichi.eu/,,,,37.765000,13.036670,,verificado,no comprobado,,,3087,it
azienda-cucchiara,Azienda Cucchiara,Salemi,Lácteos y quesos,"Vastedda della Valle del Belìce DOP, Pecorino Siciliano DOP, ricotta","Contrada Torretta 1129, 91018 Salemi TP","Azienda zootecnica casearia biologica che lavora a crudo il latte del proprio gregge in Vastedda, pecorini e ricotta.",,+393333419865,info@aziendacucchiara.it,https://www.aziendacucchiara.it/,,,,37.81667,12.8,,verificado,no comprobado,,,493,it
sicilformaggi,Sicilformaggi,Santa Ninfa,Lácteos y quesos,"Caciottone di Santa Ninfa, Pecura Nivura, Vinello, caciotta belicina","Via Enrico Mattei 3, 91029 Santa Ninfa TP","Caseificio della Valle del Belìce che produce pecorini, caciotte e specialità casearie siciliane.",,+39092462366,info@sicilformaggi.it,https://www.sicilformaggi.it/,,,,37.76667,12.88333,,verificado,sí,ecommerce,,3123,it
trinacria-formaggi,Trinacria Formaggi,Santa Ninfa,Lácteos y quesos,"Pecorino Siciliano, Vastedda del Belìce, ricotta di pecora, primo sale","Via Enrico Mattei 26, 91029 Santa Ninfa TP","Caseificio familiare che continua la tradizione pastorale Giambalvo producendo pecorini, Vastedda e ricotta.",,+393515918741,,https://trinacriaformaggi.it/,,,,37.76667,12.88333,,verificado,no comprobado,,,3311,it
bio-aleci,Bio Aleci,Salemi,Aceite,"olio extravergine di oliva biologico, Cerasuola, Nocellara","Contrada Bagnitelli 849/B, 91018 Salemi TP",Azienda agricola biologica che produce olio extravergine dalle cultivar Cerasuola e Nocellara nel territorio di Salemi.,,+390924982352,info@alecibio.it,https://alecibio.com/,,,,37.81667,12.8,,verificado,no comprobado,,,548,it
azienda-agricola-ragona,Azienda Agricola Ragona,Gibellina,Aceite,"olio EVO IGP Sicilia, olio biologico, oli aromatizzati","Viale Bellini 9, 91024 Gibellina TP",Azienda olivicola familiare che coltiva cultivar autoctone della Valle del Belìce e produce oli extravergini e biologici.,,+393382470821,info@agricolaragona.it,https://www.agricolaragona.it/,,,,37.80646,12.8709,,verificado,sí,ecommerce,,436,it
azienda-agricola-barbara,Azienda Agricola Barbàra,Trapani,Aceite,"Barbàra DOP Valli Trapanesi, Sua Maestà DOP Bio, legumi biologici","Strada Marsala 593, 91100 Rilievo, Trapani TP","Azienda agricola biologica trapanese che produce olio DOP Valli Trapanesi e coltiva legumi, cereali, meloni e uva.",,+390923864346,info@agricolabarbara.it,https://www.agricolabarbara.it/,,,,38.0175,12.5150,,verificado,no comprobado,,,282,it
olio-duegocce,Olio Duegocce,Castellammare del Golfo,Aceite,olio EVO biologico monocultivar Cerasuola,"Contrada Bocca della Carrubba 88, 91014 Castellammare del Golfo TP",Progetto dell'Azienda Agricola Asaro Giuseppe che coltiva olive biologiche e produce olio Duegocce nella propria sede operativa di Castellammare del Golfo.,,+393290452152,olioduegocce@gmail.com,https://www.duegocce.net/,,,,38.02639,12.88056,,verificado,no comprobado,,,2706,it
basirico-pietro,Basiricò Pietro,Custonaci,Aceite,olio extra vergine di oliva,"Via Lentina 14, 91015 Custonaci TP",Operatore biologico e trasformatore oleario trapanese con produzione documentata di olio extravergine di oliva.,,+393687342066,pietrobasirico@libero.it,,,,,38.07883,12.67512,,parcial,no comprobado,,,519,it
agricola-bertolino-daniele,Agricola Bertolino,Castelvetrano,Aceite,"olio extravergine di oliva, Nocellara del Belice","Via Socrate SNC, 91022 Castelvetrano TP",Azienda agricola di Daniele Bertolino che coltiva Nocellara del Belice e produce olio extravergine nel territorio di Castelvetrano.,,+393297446153,bertolinodaniele@libero.it,https://www.olivicolturabertolino.it/,,,,37.67861,12.79167,,verificado,no comprobado,,,58,it
canalotto-farm,Canalotto Farm,Castelvetrano,Fruta y verdura,"agrumi biologici, mango, avocado, guava, passion fruit","Contrada Canalotto, 91022 Castelvetrano TP",Organic farm in Castelvetrano cultivating Mediterranean and tropical fruit and transforming part of its harvest.,,,info@canalottofarm.com,https://canalottofarm.com/,,https://www.instagram.com/mangoemaracuja/,,,,,parcial,sí,ecommerce,Aceite|Miel|Conservas|Bebidas sin alcohol,3471,en
