slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
kloovenburg-wine-and-olive-estate,Kloovenburg Wine and Olive Estate,Riebeek-Kasteel,Vino,,42 Kloof St,,,+27224481635,info@kloovenburg.com,http://www.kloovenburg.com/index.html,https://www.facebook.com/433466066687973,,,-33.3942045,18.8900756,,parcial,no comprobado,,,474,
lutzville-vineyards,Lutzville Vineyards,Lutzville,Vino,,"Lutzville Cellar, R363",,,+27272171516,info@lutzvillevineyards.com,http://www.lutzvillevineyards.com/,https://www.facebook.com/103454056373860,,,-31.5601912,18.3500055,,parcial,no comprobado,,,536,
org-de-rac-wine-estate,Org de Rac Wine estate,Piketberg,Vino,,Org de Rac N7 R399,,,+27229132397,pro@orgderac.com,https://orgderac.com/,https://www.facebook.com/251169738318416,,,-32.9621942,18.7505645,,parcial,no comprobado,,,689,
ormonde-wines,Ormonde Wines,Darling,Vino,,Mount Pleasant St,,,+27828392956,info@ormonde.co.za,http://www.ormonde.co.za/,https://www.facebook.com/141352739227161,,,-33.3809137,18.3738838,,parcial,no comprobado,,,690,
paternoster-brewery,Paternoster Brewery,Saldanha Bay Ward 11,Cerveza,,2 Seemeeu Cres,,,+27639523383,info@paternosterbrew.co.za,http://paternosterbrew.co.za/,https://www.facebook.com/991286834306786,,,-32.8168637,17.8965912,,parcial,no comprobado,,,698,
swartland-wine-and-olive-route,Swartland Wine and Olive Route,Malmesbury,Vino,,9 Kerk St,,,+27718937983,swartlandinfo@westc.co.za,http://www.swartlandwineandolives.co.za/,https://www.facebook.com/148692128498985,,,-33.462748,18.7298312,,parcial,no comprobado,,,874,
wildehurst-wines,Wildehurst Wines,Koringberg,Vino,,1 Main Street,,,+27832669174,wildehurst@gmail.com,http://www.wildehurst.com/,https://www.facebook.com/209867852541909,,,-33.0432055,18.7303162,,parcial,no comprobado,,,996,
xamarin,Xamarin,Lambert's Bay,Vino,,Main Street,,,+27832641128,info@xamarin.co.za,http://www.xamarin.co.za/,https://www.facebook.com/1115290288534195,,,-32.0932318,18.3066336,,parcial,no comprobado,,,1017,
yzer-bru,Yzer Bru,Yzerfontein,Cerveza,,40 Park Rd,,,+27824133552,derick@yzerbru.co.za,http://www.yzerbru.com/,https://www.facebook.com/199866660815651,,,-33.3398082,18.1648963,,parcial,no comprobado,,,1025,
zwartwater,Zwartwater,Swartland Ward 12,Vino,,Babylonstoren Road,,,+27774818669,stefan@zwartwater.co.za,https://linktr.ee/zwartwaterwines,https://www.facebook.com/601908139674001,,,-33.5253385,18.8058886,,parcial,no comprobado,,,1039,
mouton-citrus,Mouton Citrus,Citrusdal,Fruta y verdura,cítricos,"Brakfontein Landgoed, Citrusdal 7340, Western Cape, South Africa",,"Monday,Tuesday,Wednesday,Thursday,Friday 08:00-17:00 | Monday,Tuesday,Wednesday,Thursday,Friday 08:00-17:00 | Monday,Tuesday,Wednesday,Thursday,Friday 08:00-17:00 | Monday,Tuesday,Wednesday,Thursday,Friday 08:00-17:00",,info@moutoncitrus.co.za,https://moutoncitrus.co.za/who-we-are,https://www.facebook.com/pages/Mouton-Citrus-Pty-Ltd/1888473791373950,https://www.instagram.com/moutonfoundation/,,-32.4919224,18.9928675,,parcial,no comprobado,,,1042,
