slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
caves-sao-domingos,Caves São Domingos,Anadia,Vino,,"Rua Elpidio Martins Semedo, 3780-473 Anadia",,,+351231519680,info@cavesaodomingos.com,http://www.cavesaodomingos.com,,,https://www.google.com/maps/search/?api=1&query=Caves%20S%C3%A3o%20Domingos%2C%20Rua%20Elpidio%20Martins%20Semedo%2C%203780-473%20Anadia&query_place_id=ChIJ2bn_VCoEIw0RDdwoK_5hAdY,40.447563,-8.395562,,parcial,no comprobado,,
pbw-portugal-boutique-winery,PBW - Portugal Boutique Winery,Aveiro,Vino,,"Rua Anselmo Lopes, nº 14, 3810-209 Aveiro",,,+351914719833,info@pbw.pt,http://pbw.pt,,,,40.638890,-8.655280,/productores/pt/centro/aveiro/pbw-portugal-boutique-winery.webp,parcial,no comprobado,,
quinta-da-lagoa-velha-unip,"Quinta da Lagoa Velha, Unip.",Anadia,Vino,,"Rua da Vila, 52, 3780-599 Vilarinho do Bairro",,,+351231959287,info@lagoavelha.com,http://www.lagoavelha.com,,,,40.433330,-8.433330,/productores/pt/centro/aveiro/quinta-da-lagoa-velha-unip.webp,parcial,no comprobado,,
quinta-da-mata-fidalga-agricultura-e-turismo-rural,Quinta da Mata Fidalga Agricultura e Turismo Rural,Anadia,Vino,,"Av. Cidade de Aveiro Nº 118, 3780-623 Aguim",,,+351966999801,vaniaraquelsantos@qmf.pt,http://www.qmf.pt,,,,40.433330,-8.433330,/productores/pt/centro/aveiro/quinta-da-mata-fidalga-agricultura-e-turismo-rural.webp,parcial,no comprobado,,
anadiagro,Anadiagro,Anadia,Vino,,"Rua Lagoa do Paul, 2, 3780-054 Ancas",,,+351917219707,casadocanto@anadiagro.pt,http://www.casadocanto.pt,,,https://www.google.com/maps/search/?api=1&query=Anadiagro%2C%20Rua%20Lagoa%20do%20Paul%2C%202%2C%203780-054%20Ancas&query_place_id=ChIJhZBUt2qoIw0ReqaiEZx2OKA,40.474312,-8.500187,,parcial,no comprobado,,
quinta-do-ortigao-sociedade-agroturistica,QUINTA DO ORTIGÃO - SOCIEDADE AGROTURISTICA,Anadia,Vino,,"APARTADO 119, 3780-227 ANADIA",,,+351231503209,palegre@quintadoortigao.com,http://www.quintadoortigao.com,,,https://www.google.com/maps/search/?api=1&query=QUINTA%20DO%20ORTIG%C3%83O%20-%20SOCIEDADE%20AGROTURISTICA%2C%20APARTADO%20119%2C%203780-227%20ANADIA&query_place_id=ChIJJSoz5DMHIw0RH9aPEZHb9Xc,40.437063,-8.442812,/productores/pt/centro/aveiro/quinta-do-ortigao-sociedade-agroturistica.webp,parcial,no comprobado,,
quinta-dos-abibes-vitivinicultura,"Quinta dos Abibes, Vitivinicultura",Aveiro,Vino,,"Rua Capitão Lebre 225, Verdemilho, 3810-384 Aveiro",,,+351917206861,batelmarques@gmail.com,http://quintadosabibes.com,,,https://www.google.com/maps/search/?api=1&query=Quinta%20dos%20Abibes%2C%20Vitivinicultura%2C%20Rua%20Capit%C3%A3o%20Lebre%20225%2C%20Verdemilho%2C%203810-384%20Aveiro&query_place_id=ChIJk-CvWsiiIw0RyoVieYzZUeI,40.611562,-8.649813,/productores/pt/centro/aveiro/quinta-dos-abibes-vitivinicultura.webp,parcial,no comprobado,,
sensi-wine,Sensi Wine,Aveiro,Vino,,"Largo da Dória 19, 3810-245 Aveiro",,,+351234287194,info@sensiwine.pt,http://www.sensiwine.pt,,,,40.638890,-8.655280,,parcial,no comprobado,,
sociedade-agricola-das-cobas,Sociedade Agrícola das Cobas,Vale de Cambra,Vino,,"Marmoeiral, 3730-378 Rôge, Vale de Cambra",,,+351913927258,rosalda.info@gmail.com,http://www.rosalda.com,,,,40.850000,-8.400000,/productores/pt/centro/aveiro/sociedade-agricola-das-cobas.webp,parcial,no comprobado,,
sociedade-agricola-de-algeriz,Sociedade Agrícola de Algeriz,Vale de Cambra,Vino,,"Lugar de Algeriz, 3730-266 Vale de Cambra",,,+351256410800,comercial@quintadacompanhia.com,http://www.quintadacompanhia.com,,,,40.850000,-8.400000,,parcial,no comprobado,,
adega-da-vara-sociedade-agricola,ADEGA DA VARA - SOCIEDADE AGRÍCOLA,Castelo de Paiva,Vino,,"Lugar de Fundões - Castelo de Paiva, 4550-230 CASTELO DE PAIVA",,,+351255075442,info@adegadavara.pt,,,,,41.033330,-8.266670,,parcial,no comprobado,,
alexandre-almeida-prod-com-de-vinhos-soc-unip,Alexandre Almeida Prod. Com de Vinhos Soc Unip,Anadia,Vino,,"Palace Hotel da Curia-Curia, 3780-541 Tamengos",,,+351963471464,antonio.rocha@almeidahotels.pt,,,,,40.433330,-8.433330,,parcial,no comprobado,,
celia-moreira-briosa-neves-cabeca-casal-heranca-de,CÉLIA MOREIRA BRIOSA NEVES-CABEÇA CASAL HERANÇA DE,Anadia,Vino,,"Urbanização Quinta Viana Lote 5 4º Andar, 5050-105 Godim/Peso da Regua",,,+351914446611,comercial100hectares@gmail.com,http://www.100hectares.com.pt,,,,40.433330,-8.433330,,parcial,no comprobado,,
quinta-das-bageiras,Quinta das Bágeiras,Anadia,Vino,,"Rua Principal nº598, Fogueira, 3780-523 Sangalhos, 3780-523 SANGALHOS",,,+351969027640,mariosergio@quintadasbageiras.pt,,,,,40.433330,-8.433330,,parcial,no comprobado,,
sociedade-agricola-e-coml-dos-vinhos-messias,Sociedade Agricola e Coml dos Vinhos Messias,Mealhada,Vino,,"Av. Comendador Messias Baptista, 56, 3050-361 Mealhada",,,+351231200970,geral@cavesmessias.pt,,,,,40.383330,-8.450000,,parcial,no comprobado,,
wineland,Wineland,Mealhada,Vino,,"Urbanização Quinta Viana Lote 5 4º Andar, 5050-105 Godim/Peso da Regua",,,+351914446611,comercial100hectares@gmail.com,http://www.100hectares.com.pt,,,,40.383330,-8.450000,,parcial,no comprobado,,
winewalkers,WINEWALKERS,Ovar,Vino,,"RUA DOS CEPOS, NRo 158 B, 3885-557 ESMORIZ",,,+351917532185,jorge.areias@winewalkers.pt,,,,,40.866670,-8.633330,,parcial,no comprobado,,
comur-fabrica-conservas-murtosa,Comur — Fábrica de Conservas da Murtosa,Murtosa,Conservas,"Enguias em escabeche, sardinhas, truta, salmão e fumados","Zona Industrial do Bunheiro, 3870-021 Murtosa","Fábrica conserveira da Murtosa ativa desde 1942, onde o peixe continua a ser preparado manualmente e embalado em mais de trinta receitas.","Dias úteis 09:00-12:00 e 14:00-18:00",+351234830000,comur@comur.com,https://portuguesesardine.com/pages/our-factory,,,https://www.google.com/maps/search/?api=1&query=Comur%20%E2%80%94%20F%C3%A1brica%20de%20Conservas%20da%20Murtosa%2C%20Zona%20Industrial%20do%20Bunheiro%2C%203870-021%20Murtosa&query_place_id=ChIJZ-p2o2qaIw0R3KLsmRVJAq4,40.774104,-8.645091,,verificado,no comprobado,,Pescado
fabridoce,Fabridoce,Aveiro,Dulces y repostería,"Ovos Moles de Aveiro IGP, pão de ló conventual, fios de ovos e gelados","Rua da Paz 117, Quintã do Loureiro, Cacia, 3800-587 Aveiro","Fábrica de doçaria regional fundada em 1989, especializada em doces conventuais e gelados e com produção certificada em Cacia.","Dias úteis 08:30-17:30",+351234913392,geral@fabridoce.pt,https://fabridoce.pt/,,,https://www.google.com/maps/search/?api=1&query=Fabridoce%2C%20Rua%20da%20Paz%20117%2C%20Quint%C3%A3%20do%20Loureiro%2C%20Cacia%2C%203800-587%20Aveiro&query_place_id=ChIJCUIHERmZIw0RQbK08DOobaQ,40.668008,-8.598758,/productores/pt/centro/aveiro/fabridoce.webp,verificado,no comprobado,,Helados
confeitaria-peixinho,Confeitaria Peixinho,Aveiro,Dulces y repostería,"Ovos Moles de Aveiro IGP, raivas, pão de ló e doces conventuais","Rua de Coimbra 9, 3810-086 Aveiro","Casa de ovos moles fundada em 1856; mantém o fabrico manual da receita tradicional no centro de Aveiro.",,+351234423574,encomendas@confeitariapeixinho.pt,https://ovalordotempo.pt/marcas/confeitaria-peixinho/,,,https://www.google.com/maps/search/?api=1&query=Confeitaria%20Peixinho%2C%20Rua%20de%20Coimbra%209%2C%203810-086%20Aveiro&query_place_id=ChIJb9GibgSYIw0RjmLkJoKrhoQ,40.641025,-8.653799,,verificado,sí,ecommerce|email|telefono,
flor-de-aveiro,Flor de Aveiro,Aveiro,Dulces y repostería,"Castanhas de ovos, Morgado do Bussaco, Ovos Moles de Aveiro IGP e Bolo Rainha","Estrada de São Bernardo 93, 3810-175 Aveiro","Padaria e pastelaria de fabrico próprio que combina doçaria tradicional de Aveiro com pastelaria contemporânea.",,+351234343342,geral@flordeaveiro.pt,http://www.flordeaveiro.pt/,https://www.facebook.com/flordeaveiro,,https://www.google.com/maps/search/?api=1&query=Flor%20de%20Aveiro%2C%20Estrada%20de%20S%C3%A3o%20Bernardo%2093%2C%203810-175%20Aveiro&query_place_id=ChIJbXumh6KiIw0RxYXo1pZeiCw,40.622005,-8.630082,/productores/pt/centro/aveiro/flor-de-aveiro.webp,verificado,no comprobado,,Pan y cereal
doces-carlos-saraiva,Doces Carlos Saraiva,Aveiro,Dulces y repostería,"Ovos Moles de Aveiro IGP, fios de ovos, pão de ló e doçaria conventual","Rua da Paz 111, fração C, Quintã do Loureiro, Cacia, 3800-587 Aveiro","Produtor especializado em doçaria conventual de Aveiro desde 1994, com fabrico certificado e distribuição própria para revenda.",,+351234932930,geral@docescarlossaraiva.pt,https://www.docescarlossaraiva.pt/,,,https://www.google.com/maps/search/?api=1&query=Doces%20Carlos%20Saraiva%2C%20Rua%20da%20Paz%20111%2C%20fra%C3%A7%C3%A3o%20C%2C%20Quint%C3%A3%20do%20Loureiro%2C%20Cacia%2C%203800-587%20Aveiro&query_place_id=ChIJ2-HWIgCZIw0R2ArkUuy0WWk,40.668008,-8.598758,/productores/pt/centro/aveiro/doces-carlos-saraiva.webp,verificado,no comprobado,,
pastelaria-galeota,Pastelaria Galeota,Ílhavo,Dulces y repostería,"Ovos Moles de Aveiro IGP, Bolo Frio, Encanastrado e broa de milho","Rua da Mota 4-B, Gafanha de Aquém, 3830-142 Ílhavo","Padaria e pastelaria familiar de fabrico próprio, fundada em 1992 na Gafanha de Aquém e ligada à preservação dos Ovos Moles de Aveiro.",,+351234325965,galeotadesde1994@gmail.com,https://galeota.pt/,,,https://www.google.com/maps/search/?api=1&query=Pastelaria%20Galeota%2C%20Rua%20da%20Mota%204-B%2C%20Gafanha%20de%20Aqu%C3%A9m%2C%203830-142%20%C3%8Dlhavo&query_place_id=ChIJYXtSTBS9Iw0RhsFcgEHoy4w,40.609139,-8.691823,/productores/pt/centro/aveiro/pastelaria-galeota.webp,verificado,sí,telefono,Pan y cereal
flor-do-vouga,Flor do Vouga,Águeda,Dulces y repostería,"Pastel de Águeda, Judeus, pastel de nata e pastelaria ultracongelada","Estrada Nacional 1, Alagoa, 3750-301 Águeda","Fábrica de pastelaria portuguesa com produção própria em Águeda, que coze, ultracongela e distribui a sua gama em Portugal e na Europa.",,+351234645743,,https://www.flordovouga.pt/inicio,,,https://www.google.com/maps/search/?api=1&query=Flor%20do%20Vouga%2C%20Estrada%20Nacional%201%2C%20Alagoa%2C%203750-301%20%C3%81gueda&query_place_id=ChIJmZ1mC0MKIw0REnl3RBrasdU,40.593610,-8.449494,/productores/pt/centro/aveiro/flor-do-vouga.webp,verificado,no comprobado,,Pan y cereal
pastelaria-diva,Pastelaria Diva,Águeda,Dulces y repostería,"Pastéis de Águeda, Ovos Moles de Aveiro IGP, Glorinhas e bolo de chocolate","Praça Dr. António Breda 7, 3750-106 Águeda","Pastelaria e padaria familiar de Águeda com especialidades próprias e mais de três décadas de atividade.",,+351234621303,geral@pastelariadiva.pt,https://pastelariadiva.pt/,,,https://www.google.com/maps/search/?api=1&query=Pastelaria%20Diva%2C%20Pra%C3%A7a%20Dr.%20Ant%C3%B3nio%20Breda%207%2C%203750-106%20%C3%81gueda&query_place_id=ChIJe_9XmCwKIw0RN3T9raXCa1w,40.574758,-8.441923,/productores/pt/centro/aveiro/pastelaria-diva.webp,verificado,no comprobado,,Pan y cereal
pastelaria-ancora,Pastelaria Âncora,Murtosa,Dulces y repostería,"Pastel Âncora, Monte Branco, pão de ló e bolo-rei","Avenida Santo António do Monte 1, 3870-121 Monte, Murtosa","Pastelaria da Murtosa aberta desde 1964, com fabrico próprio e especialidades inspiradas na identidade local.",,+351234865773,,https://padaria-miratejo.pt/padaria/pastelaria-ancora/,,,https://www.google.com/maps/search/?api=1&query=Pastelaria%20%C3%82ncora%2C%20Avenida%20Santo%20Ant%C3%B3nio%20do%20Monte%201%2C%203870-121%20Monte%2C%20Murtosa&query_place_id=ChIJS7lLIWeaIw0RdKII2X_Wl34,40.752955,-8.642162,/productores/pt/centro/aveiro/pastelaria-ancora.webp,parcial,no comprobado,,
plazamar-padaria,Plazamar — Padaria e Pastelaria,Vagos,Pan y cereal,"Pão e pastelaria de fabrico próprio","Largo Parracho Branco, Gafanha da Boa Hora, 3840-272 Vagos","Padaria e pastelaria da Praia da Vagueira cuja atividade registada inclui o fabrico de pão e pastelaria.",,+351234796020,plazamar.padaria@iol.pt,https://www.ptpt.pt/en/produtores/151,,,https://www.google.com/maps/search/?api=1&query=Plazamar%20%E2%80%94%20Padaria%20e%20Pastelaria%2C%20Largo%20Parracho%20Branco%2C%20Gafanha%20da%20Boa%20Hora%2C%203840-272%20Vagos&query_place_id=ChIJpRnSj7--Iw0RLTwq1m-enOw,40.563207,-8.768614,,parcial,no comprobado,,Dulces y repostería
massasvouga,Massasvouga,Sever do Vouga,Pan y cereal,"Pão, pastelaria e confeitaria","Avenida Comendador Augusto Martins Pereira 82, 3740-255 Sever do Vouga","Padaria e pastelaria de Sever do Vouga com fabrico próprio de pão e produtos de confeitaria.",,+351234590400,massasvouga@hotmail.com,https://www.ptpt.pt/produtores/134,,,https://www.google.com/maps/search/?api=1&query=Massasvouga%2C%20Avenida%20Comendador%20Augusto%20Martins%20Pereira%2082%2C%203740-255%20Sever%20do%20Vouga&query_place_id=ChIJ4evinohzIw0RwliMEa83pH0,40.734152,-8.370010,,parcial,no comprobado,,Dulces y repostería
quinta-da-remolha,Quinta da Remolha,Sever do Vouga,Fruta y verdura,"Mirtilos, pequenos frutos, compotas, licores, mel e chá","Quinta da Remolha, Rua da Meia Encosta, 3740-295 Sever do Vouga","Exploração agrícola familiar com mirtilos e outros pequenos frutos, que também transforma a colheita em compotas, licores e chá.",,+351968729147,,https://www.reformaagraria.pt/perfis/179/,,,https://www.google.com/maps/search/?api=1&query=Quinta%20da%20Remolha%2C%20Quinta%20da%20Remolha%2C%20Rua%20da%20Meia%20Encosta%2C%203740-295%20Sever%20do%20Vouga&query_place_id=ChIJu4hlpGFxIw0RZGUYlt3Bllk,40.737801,-8.370960,,parcial,sí,whatsapp,Conservas|Destilados y licores|Miel|Té e infusiones
maldita-cerveja,Maldita Cerveja Artesanal,Aveiro,Cerveza,"Bohemian Pilsener, Robust Porter e English Barleywine","Rua do Correguinho, Armazém 4-A, 3800-634 Cacia, Aveiro","Marca cervejeira aveirense criada pela Faustino Microcervejeira, com fábrica instalada em Cacia e presença comercial atual.",,+351919560869,marketing@maldita.pt,https://www.vinalda.pt/ficha-tecnica/382/,,,,40.684786,-8.598172,,parcial,no comprobado,,
12-marias-cervejas-artesanais,12 Marias — Cervejas Artesanais,Estarreja,Cerveza,"Lavradeira, Tricana, Salineira, Serrana e edições sazonais","Estrada Nacional 109 n.º 74, 3865-127 Fermelã",Microcervejaria de Fermelã que produz pequenos lotes nas suas instalações e mantém sala de provas junto à fábrica.,"Sexta 16:00-22:00",+351918668282,geral@12marias.pt,https://12marias.pt/,,,https://www.google.com/maps/search/?api=1&query=12%20Marias%20%E2%80%94%20Cervejas%20Artesanais%2C%20Estrada%20Nacional%20109%20n.%C2%BA%2074%2C%203865-127%20Fermel%C3%A3&query_place_id=ChIJjdbxkVafIw0RCJYmMEUDZTc,40.6990006,-8.5530467,,verificado,sí,ecommerce,
cinco-chagas,Cinco Chagas,Anadia,Cerveza,"Bairrada Strong Ale, American IPA, Trigo e Imperial Black","Rua das Cavadas 8, 3780-482 Vale do Boi",Marca cervejeira artesanal da Bairrada produzida e comercializada pela Barrica Exemplar — Cervejeiros após a cessação da sociedade original.,,+351933352953,geral@cincochagas.pt,https://cincochagas.pt/,,,,,,,parcial,no comprobado,,
ostraveiro,Ostraveiro,Aveiro,Pescado,"ostras, almejas y salicornia","Canal Principal, frente à antiga Lota, 3800-155 Aveiro",Productor acuícola de la Ria de Aveiro que cría ostras durante dos años y las ofrece en su isla de producción y degustación.,Martes a domingo 11:00-21:00,+351913453876,geral@ostraveiro.com,https://ostraveiro.com/pt,,,,40.63889,-8.65528,,verificado,no comprobado,,
algaplus,ALGAplus,Ílhavo,Pescado,macroalgas comestibles Alga+ y Tok de Mar,"PCI · Creative Science Park, Via do Conhecimento, 3830-352 Ílhavo",Cultiva macroalgas marinas comestibles en tierra mediante acuicultura multitrófica y las transforma bajo marcas propias.,,+351937980006,geral@algaplus.pt,https://www.algaplus.pt/,,,,40.6,-8.66667,,verificado,sí,ecommerce,
sr-bacalhau,Rui Costa e Sousa & Irmão — Sr. Bacalhau,Ílhavo,Pescado,bacalhau salgado seco y demolhado,"Gafanha da Nazaré, Ílhavo","Empresa familiar que sala, cura, seca y prepara bacalao en Gafanha da Nazaré con oferta bajo la marca Sr. Bacalhau.",,,,https://srbacalhau.com/,,,,40.6,-8.66667,,verificado,sí,ecommerce,
grupeixe,Grupeixe,Ílhavo,Pescado,bacalhau salgado seco y demolhado ultracongelado,"Apartado 58, 3834-908 Gafanha da Nazaré","Transforma bacalao tradicional en Gafanha da Nazaré y comercializa gamas saladas, secas y ultracongeladas.",,,grupeixe@grupeixe.pt,https://www.grupeixe.pt/,,,,40.6,-8.66667,,verificado,no comprobado,,
pascoal-e-filhos,Pascoal & Filhos,Ílhavo,Pescado,bacalhau de cura portuguesa y pescado congelado,"Edifício Pascoal, Avenida Marginal, 3830-552 Gafanha da Nazaré","Empresa pesquera y transformadora que elabora bacalao curado, demolhado y congelado en su unidad de Gafanha da Nazaré.",,+351234390290,loja.online@pascoal.pt,https://loja.pascoal.pt/pages/a-pascoal,,,,40.6,-8.66667,,verificado,sí,ecommerce,
mar-lusitano,Mar Lusitano,Ílhavo,Pescado,bacalhau salgado seco y demolhado congelado,"Avenida Marginal 210, Porto Bacalhoeiro, 3830-552 Gafanha da Nazaré","Transforma, seca y envasa bacalao y otros pescados salados en su unidad del Porto Bacalhoeiro.",,+351234397620,marlusitano@marlusitano.pt,https://www.marlusitano.pt/,,,,40.634667,-8.688667,,verificado,no comprobado,,
liporfir,Liporfir,Ílhavo,Pescado,bacalhau de cura tradicional portuguesa,"Zona Industrial da Mota, Rua 2, 3830-527 Gafanha da Encarnação",Empresa familiar que transforma y comercializa bacalao salado seco de cura tradicional portuguesa.,,+351234329990,,https://liporfir.pt/,,,,40.610263,-8.716744,,verificado,no comprobado,,
testa-e-cunhas,Testa & Cunhas,Ílhavo,Pescado,"pescado de flota propia, bacalao y bivalvos","Avenida Marginal, 3830-552 Gafanha da Nazaré","Armador y productor que pesca con flota propia, procesa pescado y desarrolla acuicultura marina de bivalvos.",,+351234390850,testa.cunhas@testacunhas.pt,https://testacunhas.pt/,,,,40.6,-8.66667,,verificado,no comprobado,,
