slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
industria-carnica-la-cabanenca-burriana,Industria Cárnica La Cabanenca S.L.,Burriana,Carnes y embutidos,Carnes y embutidos,"Mercado Municipal de Burriana, Calle La Tanda, 52, 12530 Burriana, Castellón","Productor local de carnes y embutidos en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,639064287,,https://lacabanenca.es/,,https://www.instagram.com/lacabanenca/,https://www.google.com/maps/search/?api=1&query=Industria%20C%C3%A1rnica%20La%20Cabanenca%20S.L.%2C%20Av.%20Corts%20Valencianes%2C%2036%2C%2012530%20Borriana%2C%20Castell%C3%B3&query_place_id=ChIJE-H7wxoEYA0RtJBlCsA-6QM,39.8856517,-0.0812521,2026-05-07,
carnes-frescas-sa-almassora,"Carnes Frescas, S.A.",Almassora,Carnes y embutidos,Carne fresca,"12550 Almassora, Castellón","Productor local de carne fresca en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964510202,,http://www.carnesfrescassa.es,,,https://www.google.com/maps/search/?api=1&query=Carnes%20Frescas%2C%20S.A.%2C%20Carrer%20de%20la%20Ind%C3%BAstria%2C%2028%2C%2012550%20Almassora%2C%20Castell%C3%B3&query_place_id=ChIJfazmc84AYA0RWP-uDvqqNFs,39.9527971,-0.0746143,2026-05-07,
cerveza-la-tipica-alcala-de-xivert,Cerveza La Típica,Alcalà de Xivert,Cerveza,Cerveza artesana,"Alcalà de Xivert, Castellón","Productor local de cerveza artesana en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,661 93 27 68,,,,,,,,2026-05-07,
cerveza-isanbeer-castello-de-la-plana,Cerveza Isanbeer,Castelló de la Plana,Cerveza,Cerveza artesana,"Calle Padre Vela, 41, 12004 Castelló de la Plana, Castellón","Productor local de cerveza artesana en la provincia de Castellón, incorporado desde Castelló Ruta de Sabor y fuentes públicas sectoriales.",Consultar web,605 915 880,,,,,https://www.google.com/maps/search/?api=1&query=Cerveza%20Isanbeer%2C%20Carrer%20Rambla%20de%20la%20Viuda%2C%2016%2C%2012006%20Castell%C3%B3%20de%20la%20Plana%2C%20Castell%C3%B3&query_place_id=ChIJUyA31Wz-Xw0RBtDWBUa9GvY,39.9702878,-0.0586277,2026-05-07,
cerveza-badum-peniscola,Cerveza Badúm,Peñíscola,Cerveza,Cerveza artesana,"Peñíscola, Castellón","Productor local de cerveza artesana en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,692 237 404,,,,https://www.instagram.com/cervezasbadum/,https://www.google.com/maps/search/?api=1&query=Cerveza%20Bad%C3%BAm%2C%20Carrer%20del%20Mestre%20Roca%2C%2022%2C%2012598%20Pen%C3%ADscola%2C%20Castell%C3%B3&query_place_id=ChIJ_Wqk2e5GoBIR32XiH1d9tXI,40.3619816,0.3992994,2026-05-07,
cervesa-montmira-l-alcora,Cervesa Montmirà,L'Alcora,Cerveza,Cerveza artesana,"L'Alcora, Castellón","Productor local de cerveza artesana en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,626 997 843,,,,,https://www.google.com/maps/search/?api=1&query=Cervesa%20Montmir%C3%A0%2C%20Calle%20Camino%20del%20Nte.%2C%2012110%20Alcora%2C%20Castell%C3%B3n&query_place_id=ChIJc05eYQXkXw0RACEkOTfOfBk,40.0717445,-0.215239,2026-05-07,
naranjas-marisa-la-vall-duixo,Naranjas Marisa,La Vall d'Uixó,Fruta,Naranjas y cítricos,"Calle Joaquín Costa, 21, 12600 La Vall d'Uixó, Castellón","Productor local de naranjas y cítricos en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,600 32 78 10,,https://naranjasmarisa.com/,,https://www.instagram.com/naranjasmarisa/,https://www.google.com/maps/search/?api=1&query=Naranjas%20Marisa%2C%20C.%20de%20Joaqu%C3%ADn%20Costa%2C%2021%2C%2012600%20La%20Vall%20d'Uix%C3%B3%2C%20Castell%C3%B3&query_place_id=ChIJ6WHld_ANYA0RU8NVAcvOwZg,39.824847,-0.2338748,2026-05-07,
naranjas-de-castellon-castello-de-la-plana,Naranjas de Castellón,Castelló de la Plana,Fruta,Naranjas y cítricos,"Castelló de la Plana, Castellón","Productor local de naranjas y cítricos en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,696 314 564,,,,,https://www.google.com/maps/search/?api=1&query=Naranjas%20de%20Castell%C3%B3n%2C%20Av.%20del%20Dr.%20Clar%C3%A0%2C%2011%2C%2012002%20Castell%C3%B3%20de%20la%20Plana%2C%20Castell%C3%B3&query_place_id=ChIJxyRfHin-Xw0RSOBUIYgOy-U,39.9848521,-0.0441829,2026-05-07,
aguacates-de-la-plana-castello-de-la-plana,Aguacates de la Plana S.L.,Castelló de la Plana,Fruta,Aguacates,"Castelló de la Plana, Castellón","Productor local de aguacates en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,,,https://www.aguacatesdelaplana.es/,,https://www.instagram.com/aguacates_de_la_plana/,https://www.google.com/maps/search/?api=1&query=Aguacates%20de%20la%20Plana%20S.L.%2C%20Cam%C3%AD%20del%20Frances%2C%20S%2FN%2C%20BENADRESA%2C%2012006%20Castell%C3%B3%20de%20la%20Plana%2C%20Castell%C3%B3&query_place_id=ChIJi6Sf5v39Xw0RZaUQRMyYuAU,40.0173504,-0.1431442,2026-05-07,
roca-sola-cerezas-ecologicas-canet-lo-roig,Roca Sola Cerezas Ecológicas,Canet lo Roig,Fruta,Cerezas ecológicas,"Canet lo Roig, Castellón","Productor local de cerezas ecológicas en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,619 247 558,,,,,https://www.google.com/maps/search/?api=1&query=Roca%20Sola%20Cerezas%20Ecol%C3%B3gicas%2C%2012350%2C%20Castell%C3%B3n&query_place_id=ChIJ7zLFCzpnoBIR7qEEFSicPtc,40.553088,0.2448904,2026-05-07,
benihort-cooperativa-agricola-san-isidro-de-benicarlo,Benihort (Cooperativa Agrícola San Isidro de Benicarló),Benicarló,Huerta y frutos secos,"Alcachofa de Benicarló, hortalizas y fruta","Polígono Industrial El Collet, parcelas 301-305, 12580 Benicarló, Castellón","Productor local de alcachofa de Benicarló, hortalizas y fruta en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964470450,,https://benihort.com/,,,https://www.google.com/maps/search/?api=1&query=Benihort%20(Cooperativa%20Agr%C3%ADcola%20San%20Isidro%20de%20Benicarl%C3%B3)%2C%20N-340%2C%2012580%20Benicarl%C3%B3%2C%20Castell%C3%B3n&query_place_id=ChIJPcUS_51FoBIRGxV_st65hXU,40.4342903,0.394441,2026-05-07,
alcachofa-de-benicarlo-benicarlo,Alcachofa de Benicarló,Benicarló,Huerta y frutos secos,Alcachofa de Benicarló,"Benicarló, Castellón","Productor local de alcachofa de Benicarló en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964 461 674,,,,,https://www.google.com/maps/search/?api=1&query=Alcachofa%20de%20Benicarl%C3%B3%2C%20Carrer%20de%20Ferreres%20Bret%C3%B3%2C%203%2C%2012580%20Benicarl%C3%B3%2C%20Castell%C3%B3&query_place_id=ChIJYdAt8LpFoBIRfWZA4lvKgWE,40.4179818,0.4201476,2026-05-07,
frutos-secos-del-maestrazgo-albocasser,Frutos Secos del Maestrazgo,Albocàsser,Huerta y frutos secos,Almendras y frutos secos,"Avinguda de Jaume I, 73, 12140 Albocàsser, Castellón","Productor local de almendras y frutos secos en la provincia de Castellón, incorporado desde Castelló Ruta de Sabor y web propia.",Consultar web,964 428 039,frusema@frusema.com,https://www.frusema.com/,,,https://www.google.com/maps/search/?api=1&query=Frutos%20Secos%20del%20Maestrazgo%2C%20Avinguda%20de%20Jaume%20I%2C%2075%2C%2012140%20Alboc%C3%A0sser%2C%20Castell%C3%B3&query_place_id=ChIJT5Ktqa91oBIRhrk4Poz5dfk,40.3576064,0.0301467,2026-05-07,
papas-maribel-altura,Papas Maribel S.L.,Altura,Huerta y frutos secos,Patatas fritas y snacks,"Carretera CV-200 km 2,5, 12413 Altura, Castellón","Productor local de patatas fritas y snacks en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964137480,,https://papasmaribel.com/,,,https://www.google.com/maps/search/?api=1&query=Papas%20Maribel%20S.L.%2C%20CV-200%2C%2012413%20Castellnovo%2C%20Castell%C3%B3n&query_place_id=ChIJWyxOqmR6YA0RYhpZM_JDaZ8,39.8564082,-0.4671412,2026-05-07,
huevos-sant-pau-albocasser,Huevos Sant Pau,Albocàsser,Huevos,Huevos camperos,"Calle San Juan, 112, 12140 Albocàsser, Castellón","Productor local de huevos camperos en la provincia de Castellón, incorporado desde Castelló Ruta de Sabor y la Cooperativa Agrícola Sant Pau d'Albocàsser.",Consultar web,674315006,huevossantpau@gmail.com,https://huevossantpau.carrd.co/,,https://www.instagram.com/huevos_santpau/,https://www.google.com/maps/search/?api=1&query=Huevos%20Sant%20Pau%2C%20C.%20San%20Juan%2C%20112%2C%2012140%20Alboc%C3%A1cer%2C%20Castell%C3%B3n&query_place_id=ChIJcetuCqR1oBIRMMrfduEBybI,40.3577725,0.0196138,2026-05-07,
licores-artesanos-de-burriana-burriana,Licores Artesanos de Burriana,Burriana,Licores,Licores artesanos,"Burriana, Castellón","Productor local de licores artesanos en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,692 043 004,,,,,https://www.google.com/maps/search/?api=1&query=Licores%20Artesanos%20de%20Burriana%2C%20Cam%C3%AD%20Fondo%2C%2018%2C%2012530%20Borriana%2C%20Castell%C3%B3&query_place_id=ChIJjVLGNQwEYA0RlwAps6sqgF8,39.8824256,-0.0814568,2026-05-07,
licor-nelet-vila-real,Licor Nelet,Vila-real,Licores,Licor de café,"Calle Purísima, 3, 12540 Vila-real, Castellón","Productor local de licor de café en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,658114462,,https://www.nelet.net/,,https://www.instagram.com/licornelet/,https://www.google.com/maps/search/?api=1&query=Licor%20Nelet%2C%20Carrer%20Pur%C3%ADssima%2C%203%2C%2012540%20Vila-real%2C%20Castell%C3%B3&query_place_id=ChIJG4jlzOIGYA0RUH0ZFlU_TC0,39.9384601,-0.1025539,2026-05-07,
carmelitano-bodegas-y-destilerias-benicassim,"Carmelitano, Bodegas y Destilerías",Benicàssim,Licores,Licores y destilados,"Benicàssim, Castellón","Productor local de licores y destilados en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964 300 849,,http://www.carmelitano.com/,,https://www.instagram.com/carmelitano_benicassim/,https://www.google.com/maps/search/?api=1&query=Carmelitano%2C%20Bodegas%20y%20Destiler%C3%ADas%2C%20Strasse%20Bodolz%2C%2012%2C%2012560%20Benic%C3%A0ssim%2C%20Castell%C3%B3&query_place_id=ChIJQTtcMEYBoBIR2EOta-33qOU,40.0525269,0.05731319999999999,2026-05-07,
sabores-naturales-licora-l-alcora,"Sabores Naturales Licora, S.L.",L'Alcora,Licores,Licores naturales,"Polígono Industrial Foyes Ferraes, carretera CV-16, 69, 12110 L'Alcora, Castellón","Productor local de licores naturales en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,653307410,,http://licora.es,,https://www.instagram.com/licora_saboresnaturales/,https://www.google.com/maps/search/?api=1&query=Sabores%20Naturales%20Licora%2C%20S.L.%2C%20Ctra.%20Castell%C3%B3n%2C%2069%2C%2012110%20Alcora%2C%20Castell%C3%B3n&query_place_id=ChIJr1W_RAPjXw0R6Hc0DEq0CUY,40.0554156,-0.1776284,2026-05-07,
brancal-mermelada-almassora,Brancal Mermelada,Almassora,Mermeladas,Mermeladas artesanas,"Almassora, Castellón","Productor local de mermeladas artesanas en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,689 388 980,,,,,https://www.google.com/maps/search/?api=1&query=Brancal%20Mermelada%2C%20Carrer%20Sant%20Joaquim%2C%2035%2C%2012550%20Almassora%2C%20Castell%C3%B3&query_place_id=ChIJw_xKuXkBYA0RCE_DaadUIsg,39.9419395,-0.0628176,2026-05-07,
belluga-gourmet-segorbe,Belluga Gourmet,Segorbe,Mermeladas,Mermeladas y elaborados gourmet,"Plaza Belluga, 1, 12400 Segorbe, Castellón","Productor local de mermeladas y elaborados gourmet en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,610540095,,http://www.bellugagourmet.com,,,https://www.google.com/maps/search/?api=1&query=Belluga%20Gourmet%2C%20C.%20Sagunto%2C%2030%2C%2012400%20Segorbe%2C%20Castell%C3%B3n&query_place_id=ChIJWRHfPP56YA0RqfwSTm7kN4g,39.848549,-0.4880390000000001,2026-05-07,
mieles-la-alqueria-montanejos,Mieles La Alquería,Montanejos,Miel,Miel artesana,"Montanejos, Castellón","Productor local de miel artesana en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,,,,,,https://www.google.com/maps/search/?api=1&query=Mieles%20La%20Alquer%C3%ADa%2C%20C.%20de%20los%20Desamparados%2C%2090%2C%2012448%20La%20Alquer%C3%ADa%2C%20Castell%C3%B3n&query_place_id=ChIJ9RhJ04bRXw0Rl94_lv3jPgs,40.0637319,-0.515622,2026-05-07,
mos-de-bresca-lucena-del-cid,Mos de Bresca - Miel Ecológica,Lucena del Cid,Miel,Miel ecológica,"Mas de Pere, 1, 12120 Lucena del Cid, Castellón","Productor local de miel ecológica en la provincia de Castellón, incorporado desde Castelló Ruta de Sabor y fuentes sectoriales de producto agroalimentario.",Consultar web,610877113,info@mosdebresca.com,https://mosdebresca.com/,,https://www.instagram.com/mosdebresca/,https://www.google.com/maps/search/?api=1&query=Mos%20de%20Bresca%20-%20Miel%20Ecol%C3%B3gica%2C%20Mas%20de%20Pere%2C%201%2C%2012120%20Llucena%2C%20Castell%C3%B3&query_place_id=ChIJG3SpGQ3pXw0RVBWOdsl2GEU,40.1510206,-0.2812565,2026-05-07,
miel-las-dehesas-peniscola,Miel Las Dehesas,Peñíscola,Miel,Miel,"Peñíscola, Castellón","Productor local de miel en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,607 379 158,,,,,https://www.google.com/maps/search/?api=1&query=Miel%20Las%20Dehesas%2C%20Cam%C3%AD%20de%20la%20Ratlla%20del%20Terme%2C%2069%2C%2012598%20Benicarl%C3%B3%2C%20Castell%C3%B3&query_place_id=ChIJa3l7JTlEoBIRJQkWnNRPNmM,40.4071342,0.3989916,2026-05-07,
hidromiel-la-vikinga-castello-de-la-plana,Hidromiel La Vikinga,Castelló de la Plana,Miel,Hidromiel,"Castelló de la Plana, Castellón","Productor local de hidromiel en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,680 557 144,,,,,,,,2026-05-07,
forn-carrer-morella-morella,Forn Carrer Morella,Morella,Panadería y repostería,Panadería tradicional,"Morella, Castellón","Productor local de panadería tradicional en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,,,,,,https://www.google.com/maps/search/?api=1&query=Forn%20Carrer%20Morella%2C%20C%2F%20de%20Morella%2C%2010%2C%2012170%20Sant%20Mateu%2C%20Castell%C3%B3&query_place_id=ChIJYTXgx4VvoBIRi0F-b8yP3mQ,40.4656661,0.1794047,2026-05-07,
forn-rosa-elvira-culla,Forn Rosa Elvira,Culla,Panadería y repostería,Panadería y repostería,"Culla, Castellón","Productor local de panadería y repostería en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,688965659,info@panaderiaartesana.com,,,,https://www.google.com/maps/search/?api=1&query=Forn%20Rosa%20Elvira%2C%20Av.%20Dos%20Mil%2C%20de%2C%2041%2C%2012163%20Culla%2C%20Castell%C3%B3&query_place_id=ChIJrSoVlomTXw0RFwPXC9Oy7xY,40.33605,-0.1652489,2026-05-07,
dulces-la-cartuja-de-altura-altura,Dulces La Cartuja de Altura S.L.,Altura,Panadería y repostería,Dulces tradicionales,"12410 Altura, Castellón","Productor local de dulces tradicionales en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,687966435,,http://www.dulceslacartuja.com,,https://www.instagram.com/dulceslacartuja/,https://www.google.com/maps/search/?api=1&query=Dulces%20La%20Cartuja%20de%20Altura%20S.L.%2C%20Partida%20Santa%20Mar%C3%ADa%2C%20s%2Fn%2C%2012410%20Altura%2C%20Castell%C3%B3&query_place_id=ChIJFaPfUfR7YA0RuQj0n2yZPNo,39.8406606,-0.5123652,2026-05-07,
aima-rosquilletas-castello-de-la-plana,Aima Rosquilletas,Castelló de la Plana,Panadería y repostería,Rosquilletas,"Polígono Autopista Acceso Sur, Calle Bulgaria, 19-21A, 12006 Castelló de la Plana, Castellón","Productor local de rosquilletas en la provincia de Castellón, incorporado desde Castelló Ruta de Sabor y web propia.",Consultar web,964 254 079,info@aimarosquilletas.com,https://aimarosquilletas.com/,,,https://www.google.com/maps/search/?api=1&query=Aima%20Rosquilletas%2C%20Bulgaria%2C%2021%20A%2C%2012006%2C%2012006%2C%20Castell%C3%B3n&query_place_id=ChIJ-3oH5aIAYA0Rt77m70sxVJQ,39.97958209999999,-0.0789723,2026-05-07,
cofradia-de-pescadores-san-telmo-benicarlo,Cofradía de Pescadores San Telmo,Benicarló,Pescado y marisco,Pescado y marisco de lonja,"12580 Benicarló, Castellón","Productor local de pescado y marisco de lonja en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964470598,,,,,https://www.google.com/maps/search/?api=1&query=Cofrad%C3%ADa%20de%20Pescadores%20San%20Telmo%2C%20Avinguda%20del%20Marqu%C3%A8s%20de%20Benicarl%C3%B3%2C%200%20S%2FN%2C%2012580%20Benicarl%C3%B3%2C%20Castell%C3%B3&query_place_id=ChIJKZPWcpZFoBIRb2uFjgcVDAU,40.4156772,0.4325813,2026-05-07,
pobill-ecologics-calig,Pobill Ecològics C.B.,Càlig,Productos ecológicos,Producto ecológico,"Càlig, Castellón","Productor local de producto ecológico en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,670 090 074,,,,,https://www.google.com/maps/search/?api=1&query=Pobill%20Ecol%C3%B2gics%20C.B.%2C%20Av.%20de%20la%20Constituci%C3%B3%2C%2020%2C%2012589%20C%C3%A0lig%2C%20Castell%C3%B3&query_place_id=ChIJGTYydHpDoBIRaSkV5ImToAE,40.46232500000001,0.3567608,2026-05-07,
cereza-ecologica-enrique-simo-la-jana,Cereza Ecológica Enrique Simó,La Jana,Productos ecológicos,Cereza ecológica,"La Jana, Castellón","Productor local de cereza ecológica en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,652 040 971,,,,,,,,2026-05-07,
cerveceria-ecologica-artesana-l-audac-soneja,Cervecería ecológica artesana L'audaç - La Somniada Coop. V.,Soneja,Productos ecológicos,Cerveza ecológica artesana,"Calle Vall d'Uixó, 4, 12480 Soneja, Castellón","Productor local de cerveza ecológica artesana en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,722148583,amorylupulo@lasmomniada.com,https://lasomniada.com/,,https://www.instagram.com/lasomniada/,https://www.google.com/maps/search/?api=1&query=Cervecer%C3%ADa%20ecol%C3%B3gica%20artesana%20L'auda%C3%A7%20-%20La%20Somniada%20Coop.%20V.%2C%20C%2FVall%20d'Uix%C3%B3%2C%204%2C%2012480%20Soneja%2C%20Castell%C3%B3n&query_place_id=ChIJR_OShtdvYA0R9sEawjrFsjc,39.8116757,-0.4264269,2026-05-07,
quesos-almassora-almassora,Quesos Almassora,Almassora,Quesos y lácteos,Quesos artesanos,"Almassora, Castellón","Productor local de quesos artesanos en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964 563 350,,,,,https://www.google.com/maps/search/?api=1&query=Quesos%20Almassora%2C%20Carrer%20de%20les%20Naus%2C%209%2C%2012550%20Almassora%2C%20Castell%C3%B3&query_place_id=ChIJyYC5qcwAYA0R94MG3STjzeE,39.9544636,-0.0755671,2026-05-07,
quesos-de-benassal-benassal,Quesos de Benassal,Benassal,Quesos y lácteos,Quesos de Benassal,"Benassal, Castellón","Productor local de quesos de Benassal en la provincia de Castellón, incorporado desde el directorio oficial Castelló Ruta de Sabor.",Consultar web,964 444 184,,,,,https://www.google.com/maps/search/?api=1&query=Quesos%20de%20Benassal%2C%20C.%20Codina%2C%2040%2C%2012160%20Benasal%2C%20Castell%C3%B3n&query_place_id=ChIJI_KFHk2NXw0R3YzZkSGK_qw,40.37837,-0.14369,2026-05-07,
