slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
celler-espelt-vilajuiga,Celler Espelt,Vilajuïga,Vino,Vinos DO Empordà,"Mas Espelt s/n, 17493 Vilajuïga, Girona","Productor local de vinos do empordà en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–14:00, 16:00–19:00 | dimarts: 10:00–14:00, 16:00–19:00 | dimecres: 10:00–14:00, 16:00–19:00 | dijous: 10:00–14:00, 16:00–19:00 | divendres: 10:00–14:00, 16:00–19:00 | dissabte: 10:00–14:00, 16:00–19:00 | diumenge: 9:00–14:00, 16:00–19:00",972 53 17 27,botiga@espeltviticultors.com,https://www.espeltviticultors.com/,https://www.facebook.com/espelt.viticultors,https://www.instagram.com/cellerespelt,https://www.google.com/maps/search/?api=1&query=Celler%20Espelt%20Viticultors%2C%20Mas%20Espelt%20s%2Fn%2C%2017493%20Vilaju%C3%AFga%2C%20Girona&query_place_id=ChIJITmBByWIuhIR5GRZOxkaRWI,42.3199373,3.1024574,2026-05-06,/productores/girona/celler-espelt-vilajuiga.webp
celler-la-vinyeta-mollet-de-peralada,Celler La Vinyeta,Mollet de Peralada,Vino,"Vinos DO Empordà, aceite y huevos","Ctra. Mollet a, 17752 Masarac, Girona","Productor local de vinos do empordà, aceite y huevos en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–18:00 | dimarts: 9:00–18:00 | dimecres: 9:00–18:00 | dijous: 9:00–18:00 | divendres: 9:00–18:00 | dissabte: 9:00–14:00, 16:00–19:00 | diumenge: 9:00–14:00",647 74 88 09,,http://www.lavinyeta.es/,https://www.facebook.com/lavinyeta,https://www.instagram.com/cellerlavinyeta/,https://www.google.com/maps/search/?api=1&query=Celler%20La%20Vinyeta%2C%20Ctra.%20Mollet%20a%2C%2017752%20Masarac%2C%20Girona&query_place_id=ChIJ3XMzw4qFuhIREIvWyNgx8O0,42.357026,2.995657,2026-05-06,
celler-mas-llunes-garriguella,Celler Mas Llunes,Garriguella,Vino,Vinos DO Empordà,"Ctra. de Vilajuïga, s/n, 17780 Garriguella, Girona","Productor local de vinos do empordà en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 9:00–17:00 | dimarts: 9:00–17:00 | dimecres: 9:00–17:00 | dijous: 9:00–17:00 | divendres: 9:00–17:00 | dissabte: 9:00–15:00 | diumenge: 10:00–14:00,972 55 26 84,info@masllunes.es,http://www.masllunes.es/,https://www.facebook.com/celler.masllunes/,https://www.instagram.com/cellermasllunes/,https://www.google.com/maps/search/?api=1&query=Mas%20Llunes%20-%20Vinyes%20i%20Cellers%2C%20Ctra.%20de%20Vilaju%C3%AFga%2C%20s%2Fn%2C%2017780%20Garriguella%2C%20Girona&query_place_id=ChIJ0ZbLPXuIuhIRHU4hwWniw9s,42.3429082,3.0585973,2026-05-06,/productores/girona/celler-mas-llunes-garriguella.webp
celler-mas-vida-cistella,Celler Mas Vida,Cistella,Vino,Vinos DO Empordà,"Carrer dels Afores, s/n, 17741 La Mare de Déu de Vida, Girona","Productor local de vinos do empordà en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,659 54 85 12,,https://www.bodegasmasvida.com/,https://www.facebook.com/masvidaceller/,https://instagram.com/masvidaceller,https://www.google.com/maps/search/?api=1&query=Mas%20Vida%20Celler%2C%20Carrer%20dels%20Afores%2C%20s%2Fn%2C%2017741%20La%20Mare%20de%20D%C3%A9u%20de%20Vida%2C%20Girona&query_place_id=ChIJWbUIGBaUuhIR6wO0ktk8CQE,42.2669441,2.8379143,2026-05-06,/productores/girona/celler-mas-vida-cistella.webp
cervesa-marina-blanes,Cervesa Marina,Blanes,Cerveza,Cerveza artesana,"Carrer Puigmal, 12, 17300 Blanes, Girona","Productor local de cerveza artesana en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: Tancat | dimarts: Tancat | dimecres: Tancat | dijous: Tancat | divendres: 11:00–13:30, 19:00–0:00 | dissabte: Tancat | diumenge: Tancat",629 33 19 65,,https://cervesamarina.com/,https://www.facebook.com/CervesaMarina/,https://www.instagram.com/cervesa_marina/,https://www.google.com/maps/search/?api=1&query=Cervesa%20Marina%2C%20Carrer%20Puigmal%2C%2012%2C%2017300%20Blanes%2C%20Girona&query_place_id=ChIJh8jng4c9uxIR4Nsb3kOjngY,41.6797146,2.7777789,2026-05-06,/productores/girona/cervesa-marina-blanes.webp
cervesa-popaire-blanes,Cervesa Popaire,Blanes,Cerveza,Cerveza artesana,"En trasllat, aviat, 17300 Blanes, Girona","Productor local de cerveza artesana en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,651 66 20 11,elisenda@popaire.com,http://www.popaire.com/,https://www.facebook.com/cervesaartesana.blanes,,https://www.google.com/maps/search/?api=1&query=Cerveses%20Popaire%2C%20En%20trasllat%2C%20aviat%2C%2017300%20Blanes%2C%20Girona&query_place_id=ChIJr_w0zjoWuxIROBBpNjTkRpo,41.6765044,2.7765059,2026-05-06,
cerveses-moska-sarria-de-ter,Cerveses Moska,Sarrià de Ter,Cerveza,Cerveza artesana,"Carrer de les Lloses, 65, 17840 Sarrià de Ter, Girona","Productor local de cerveza artesana en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 9:00–17:00 | dimarts: 9:00–17:00 | dimecres: 9:00–17:00 | dijous: 9:00–17:00 | divendres: 9:00–15:00 | dissabte: Tancat | diumenge: Tancat,669 29 93 68,info@birrart.com,http://moskabeer.com/,https://www.facebook.com/cervesa.degirona,https://www.instagram.com/moskadegirona/,https://www.google.com/maps/search/?api=1&query=Moska%20de%20Girona%2C%20Carrer%20de%20les%20Lloses%2C%2065%2C%2017840%20Sarri%C3%A0%20de%20Ter%2C%20Girona&query_place_id=ChIJqeBxOEnmuhIRr88t9bV5R_A,42.01955299999999,2.824126,2026-05-06,/productores/girona/cerveses-moska-sarria-de-ter.webp
clos-d-agon-calonge-i-sant-antoni,Clos d'Agon,Calonge i Sant Antoni,Vino,Vinos de Calonge,"Carrer Mas Gil, 14, 17251 Calonge, Girona","Productor local de vinos de calonge en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 8:00–17:00 | dimarts: 8:00–17:00 | dimecres: 8:00–17:00 | dijous: 8:00–17:00 | divendres: 8:00–17:00 | dissabte: 10:00–17:00 | diumenge: 10:00–14:00,972 66 14 86,info@closdagon.com,http://www.closdagon.com/,https://www.facebook.com/closdagon.masgil,https://www.instagram.com/closdagon/,https://www.google.com/maps/search/?api=1&query=Celler%20Clos%20d'Agon%20(Mas%20Gil)%2C%20Carrer%20Mas%20Gil%2C%2014%2C%2017251%20Calonge%2C%20Girona&query_place_id=ChIJYzvCoJ0BuxIRQ9wSQIYVQOA,41.8709865,3.087686,2026-05-06,/productores/girona/clos-d-agon-calonge-i-sant-antoni.webp
confraria-de-pescadors-de-palamos-palamos,Confraria de Pescadors de Palamós,Palamós,Pescado y marisco,Pescado fresco y gamba de Palamós,"Carrer Moll, 0, 17230 Palamós, Girona","Productor local de pescado fresco y gamba de palamós en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,972 31 44 37,,https://confraria.cat/,https://www.facebook.com/ConfrariaDePescadorsDePalamos,https://www.instagram.com/confrariadepescadorsdepalamos/,https://www.google.com/maps/search/?api=1&query=Confraria%20de%20Pescadors%2C%20Carrer%20Moll%2C%200%2C%2017230%20Palam%C3%B3s%2C%20Girona&query_place_id=ChIJM8jSZPqquxIRP04LbUwI3RU,41.8445059,3.1284918,2026-05-06,/productores/girona/confraria-de-pescadors-de-palamos-palamos.webp
confraria-de-pescadors-de-roses-roses,Confraria de Pescadors de Roses,Roses,Pescado y marisco,Pescado fresco de lonja,"Riera Ginjolers, 22 (de la), 17480 Roses, Girona","Productor local de pescado fresco de lonja en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,972 25 53 21,info@confrariapescadorsroses.cat,https://confrariapescadorsroses.cat/,,https://www.instagram.com/confrariadepescadorsderoses/,https://www.google.com/maps/search/?api=1&query=Cofrad%C3%ADa%20de%20Pescadores%20de%20Roses%2C%20Riera%20Ginjolers%2C%2022%20(de%20la)%2C%2017480%20Roses%2C%20Girona&query_place_id=ChIJ7yMyllJhuhIRBcqKh2evmY4,42.2634225,3.1791594,2026-05-06,
cooperativa-agricola-de-garriguella-garriguella,Cooperativa Agrícola de Garriguella,Garriguella,Vino y aceite,"Vinos, aceite y productos de cooperativa","Carretera de Roses, s/n, 17780 Garriguella, Girona","Productor local de vinos, aceite y productos de cooperativa en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 9:00–20:00 | dimarts: 9:00–20:00 | dimecres: 9:00–20:00 | dijous: 9:00–20:00 | divendres: 9:00–20:00 | dissabte: 9:00–20:00 | diumenge: 9:00–20:00,972 53 00 02,,https://www.cooperativagarriguella.com/,https://www.facebook.com/cooperativagarriguella,https://www.instagram.com/cooperativagarriguella/,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Agr%C3%ADcola%20de%20Garriguella%2C%20Carretera%20de%20Roses%2C%20s%2Fn%2C%2017780%20Garriguella%2C%20Girona&query_place_id=ChIJM3vlLH2IuhIR_ebmtt0Mdb0,42.343338,3.0600071,2026-05-06,/productores/girona/cooperativa-agricola-de-garriguella-garriguella.webp
doskiwis-brewing-rupia,DosKiwis Brewing,Rupià,Cerveza,Cerveza artesana,"Carretera de Parlavà, GI-642, 22, 17131 Rupià, Girona","Productor local de cerveza artesana en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: Tancat | dimarts: Tancat | dimecres: Tancat | dijous: Tancat | divendres: 18:00–23:00 | dissabte: 12:00–23:00 | diumenge: 12:00–18:00,623 19 28 15,,https://www.doskiwisbrewing.com/pages/taproom,https://facebook.com/doskiwisbrewing,https://instagram.com/doskiwisbrewing,https://www.google.com/maps/search/?api=1&query=DosKiwis%20-%20F%C3%A0brica%20de%20cervesa%20a%20l'Empord%C3%A0%2C%20Carretera%20de%20Parlav%C3%A0%2C%20GI-642%2C%2022%2C%2017131%20Rupi%C3%A0%2C%20Girona&query_place_id=ChIJZcZEExf6uhIRffBS5FnsLqk,42.0225367,3.0062669,2026-05-06,/productores/girona/doskiwis-brewing-rupia.webp
eccocivi-sant-marti-vell,Eccocivi,Sant Martí Vell,Vino,Vinos ecológicos,"Paratge Mont-rodó, 3, 17462, Girona","Productor local de vinos ecológicos en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 9:00–18:00 | dimarts: 9:00–18:00 | dimecres: 9:00–18:00 | dijous: 9:00–18:00 | divendres: 9:00–18:00 | dissabte: 10:30–17:30 | diumenge: Tancat,609 14 85 76,,https://www.eccocivi.com/,https://es-la.facebook.com/eccociwine,https://www.instagram.com/eccocivi,https://www.google.com/maps/search/?api=1&query=ECCOCIVI%2C%20Paratge%20Mont-rod%C3%B3%2C%203%2C%2017462%2C%20Girona&query_place_id=ChIJz4UWNCvluhIR1fKjvYCmEvk,42.0042499,2.937278,2026-05-06,/productores/girona/eccocivi-sant-marti-vell.webp
empordalia-pau,Empordàlia,Pau,Vino y aceite,Vinos DO Empordà y aceite de oliva,"Carr. de Roses a Vilajuïga, s/n, 17494, Girona","Productor local de vinos do empordà y aceite de oliva en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–13:00, 15:00–19:00 | dimarts: 9:00–13:00, 15:00–19:00 | dimecres: 9:00–13:00, 15:00–19:00 | dijous: 9:00–13:00, 15:00–19:00 | divendres: 9:00–13:00, 15:00–19:00 | dissabte: 9:00–13:00, 15:00–19:00 | diumenge: 10:00–14:00",972 53 01 40,,http://www.empordalia.com/,https://www.facebook.com/Empordalia/,https://www.instagram.com/empordalia/,https://www.google.com/maps/search/?api=1&query=Empord%C3%A0lia%2C%20Carr.%20de%20Roses%20a%20Vilaju%C3%AFga%2C%20s%2Fn%2C%2017494%2C%20Girona&query_place_id=ChIJE3a4MIpiuhIRVhmKIX1EpdY,42.31441179999999,3.113725,2026-05-06,/productores/girona/empordalia-pau.webp
finca-bell-lloc-palamos,Finca Bell-Lloc,Palamós,Vino,Vinos ecológicos y aceite,"Camí de Bell-lloc, 63, 17230 Palamós, Girona","Productor local de vinos ecológicos y aceite en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: Obert 24 hores | dimarts: Obert 24 hores | dimecres: Obert 24 hores | dijous: Obert 24 hores | divendres: Obert 24 hores | dissabte: Obert 24 hores | diumenge: Obert 24 hores,972 31 62 03,,https://www.brugarol.com/finca-bell-lloc/,https://www.facebook.com/brugarol/,https://www.instagram.com/brugarol/,https://www.google.com/maps/search/?api=1&query=Finca%20Bell%20Lloc%2C%20Cam%C3%AD%20de%20Bell-lloc%2C%2063%2C%2017230%20Palam%C3%B3s%2C%20Girona&query_place_id=ChIJ5Y9ruU1VuhIRUWs3NhRua9A,41.88123820000001,3.1096025,2026-05-06,/productores/girona/finca-bell-lloc-palamos.webp
formatgeria-la-balda-sant-marti-de-llemena,Formatgeria La Balda,Sant Martí de Llémena,Quesos y lácteos,Quesos artesanos de leche cruda,"Mas La Vilotxa, 17153 Granollers de Rocacorba, Girona","Productor local de quesos artesanos de leche cruda en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,651 81 32 89,,http://www.labalda.com/,,https://www.instagram.com/formatgerlabalda/,https://www.google.com/maps/search/?api=1&query=Formatges%20La%20Balda%2C%20Mas%20La%20Vilotxa%2C%2017153%20Granollers%20de%20Rocacorba%2C%20Girona&query_place_id=ChIJ617c2x7FuhIRqU1EwR0WS7c,42.0711102,2.6552867,2026-05-06,/productores/girona/formatgeria-la-balda-sant-marti-de-llemena.webp
formatgeria-mas-alba-terradelles,Formatgeria Mas Alba,Terradelles,Quesos y lácteos,Quesos artesanos de cabra,"Paratge Terradelles, 112, 17468 Terradelles, Girona","Productor local de quesos artesanos de cabra en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 10:00–19:00 | dimarts: 10:00–19:00 | dimecres: 10:00–19:00 | dijous: 10:00–19:00 | divendres: 10:00–19:00 | dissabte: 10:00–18:00 | diumenge: 10:00–13:00,678 59 23 06,info@masalba.cat,http://www.masalba.cat/,,https://www.instagram.com/agromasalba/,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20Mas%20Alba%20-%20Formatgeria%2C%20Paratge%20Terradelles%2C%20112%2C%2017468%20Terradelles%2C%20Girona&query_place_id=ChIJVVVVSdftuhIRRaoRWSPotLs,42.11822249999999,2.8893728,2026-05-06,/productores/girona/formatgeria-mas-alba-terradelles.webp
fruticola-emporda-sant-pere-pescador,Frutícola Empordà,Sant Pere Pescador,Fruta,Manzanas IGP Poma de Girona,"Carrer del Doctor Narcís de Ciurana, 12, 17470 Sant Pere Pescador, Girona","Productor local de manzanas igp poma de girona en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 8:00–13:00, 15:00–18:00 | dimarts: 8:00–13:00, 15:00–18:00 | dimecres: 8:00–13:00, 15:00–18:00 | dijous: 8:00–13:00, 15:00–18:00 | divendres: 8:00–13:00, 15:00–18:00 | dissabte: Tancat | diumenge: Tancat",972 52 00 00,empordasl@empordasl.com,https://fructicolaemporda.com/,,,https://www.google.com/maps/search/?api=1&query=Frut%C3%ADcola%20Empord%C3%A0%2C%20Carrer%20del%20Doctor%20Narc%C3%ADs%20de%20Ciurana%2C%2012%2C%2017470%20Sant%20Pere%20Pescador%2C%20Girona&query_place_id=ChIJc8BE3En1uhIRvqaedbhIIw4,42.1895205,3.0776688,2026-05-06,/productores/girona/fruticola-emporda-sant-pere-pescador.webp
galetes-trias-santa-coloma-de-farners,Galetes Trias,Santa Coloma de Farners,Dulces,Galletas artesanas,"Ctra. de Sils, 36, 17430 Santa Coloma de Farners, Girona","Productor local de galletas artesanas en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 8:00–18:00 | dimarts: 8:00–18:00 | dimecres: 8:00–18:00 | dijous: 8:00–18:00 | divendres: 8:00–14:00 | dissabte: Tancat | diumenge: Tancat,972 84 12 13,trias@triasbiscuits.com,http://www.triasbiscuits.com/,https://www.facebook.com/GaletesTrias/,https://www.instagram.com/triasbiscuits/,https://www.google.com/maps/search/?api=1&query=Trias%20Galetes%20i%20Biscuits%20SA%2C%20Ctra.%20de%20Sils%2C%2036%2C%2017430%20Santa%20Coloma%20de%20Farners%2C%20Girona&query_place_id=ChIJE2SkTBgnuxIRIwoBG3KqA78,41.8571232,2.6745225,2026-05-06,/productores/girona/galetes-trias-santa-coloma-de-farners.webp
giropoma-costa-brava-ulla,Giropoma Costa Brava,Ullà,Fruta,Manzanas IGP Poma de Girona,"Carretera de Torroella, 0, Km 1 200, 17140 Ullà, Girona","Productor local de manzanas igp poma de girona en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–13:00, 15:00–19:00 | dimarts: 9:00–13:00, 15:00–19:00 | dimecres: 9:00–13:00, 15:00–19:00 | dijous: 9:00–13:00, 15:00–19:00 | divendres: 9:00–13:00, 15:00–19:00 | dissabte: Tancat | diumenge: Tancat",972 75 50 25,giropoma@giropoma.com,http://www.giropoma.com/,,,https://www.google.com/maps/search/?api=1&query=Giropoma%20Costa%20Brava%20SL%2C%20Carretera%20de%20Torroella%2C%200%2C%20Km%201%20200%2C%2017140%20Ull%C3%A0%2C%20Girona&query_place_id=ChIJrWvj9CT4uhIRV2gb5A9Vuzk,42.046833,3.1155532,2026-05-06,/productores/girona/giropoma-costa-brava-ulla.webp
