slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
miche-artisan-bakery,Miche Artisan Bakery,Delhi,Pan y cereal,"Sourdough, bagels, viennoiseries","111A, First Floor, Shahpur Jat, New Delhi 110049","Miche Artisan Bakery is a micro bakery in Shahpur Jat that bakes sourdough breads, bagels and viennoiseries using local grains.",,+917291858235,info@micheartisanbakery.com,https://www.micheartisanbakery.com,https://www.facebook.com/micheartisanbakery,https://www.instagram.com/micheartisanbakery,,28.66667,77.21667,,parcial,no comprobado,,,97,en
the-lazy-loaf,The Lazy Loaf,Delhi,Pan y cereal,"Naturally leavened sourdough, artisanal cheese",New Delhi 110017,"The Lazy Loaf is a micro bakery in New Delhi baking naturally leavened sourdough breads with a 36-hour fermentation, alongside its own artisanal cheese.",,,thelazyloaf.in@gmail.com,https://www.thelazyloaf.in,https://www.facebook.com/thelazyloaf.in,https://www.instagram.com/thelazyloaf.in,,28.66667,77.21667,,parcial,sí,ecommerce,Lácteos y quesos,162,en
wengers,Wenger's,Delhi,Pan y cereal,"Cakes, patties, doughnuts, confectionery","A/16, Inner Circle, Connaught Place, New Delhi 110001","Wenger's is a bakery and confectionery founded in 1926 and based in Connaught Place, where it bakes cakes, breads, patties and confectionery.",,+918384047514,,https://wengers.in,,https://www.instagram.com/wengersconfectionery,,28.66667,77.21667,,parcial,no comprobado,,Dulces y repostería,170,en
cafe-monique,Café Monique,Delhi,Pan y cereal,"French pastries, viennoiseries, breads",New Delhi 110074,"Café Monique is a French bakery in Delhi that bakes its breads, viennoiseries and pastries in its own kitchen.",,+919811012416,bonjour@cafemonique.com,https://cafemonique.com,,,,28.66667,77.21667,,parcial,sí,ecommerce,Dulces y repostería,31,en
roshinis-homemade,Roshini's Homemade,Delhi,Dulces y repostería,"Brownies, celebration cakes, desserts","F18, Radhey Mohan Drive, Bandh Road, Chattarpur, New Delhi 110030","Roshini's Homemade is a Delhi bakery in Chattarpur that makes cakes, brownies and desserts in house.",,,orders@roshinishomemade.com,https://roshinishomemade.com,https://www.facebook.com/roshinishomemade,https://www.instagram.com/roshinishomemade,,28.66667,77.21667,,parcial,sí,ecommerce,,135,en
addicted-freshly-baked,Addicted,Delhi,Dulces y repostería,"Granola, tea cakes, gluten-free and vegan bakes",,"Addicted is a Delhi bakery making granola, cakes and gluten-free, vegan and sugar-free baked goods.",,+919953393808,orders@addicted.co.in,https://addicted.co.in,https://www.facebook.com/addictedfreshlybaked,https://www.instagram.com/addictedfreshlybaked,,28.66667,77.21667,,parcial,no comprobado,,,3,en
miam-patisserie,Miam Pâtisserie,Delhi,Dulces y repostería,"Entremets, French pastries, desserts","F, 321A, Old M B Road, Nai Basti, Lado Sarai, New Delhi 110030","Miam Pâtisserie is a French patisserie in Lado Sarai making entremets, pastries and desserts.",,+919871441164,info@miampatisserie.com,https://www.miampatisserie.com,,https://www.instagram.com/miampatisserie,,28.66667,77.21667,,parcial,sí,ecommerce,,96,en
tuileries-patisserie,Tuileries Pâtisserie,Delhi,Dulces y repostería,"French cakes, macarons, handcrafted cookies",,"Tuileries Pâtisserie makes French cakes, macarons and pastries in Delhi for same-day delivery across the city.",,+918796227890,tuileries.delhi@gmail.com,https://tuileriespatisserie.in,https://www.facebook.com/Tuileriespatisseriedelhi,https://www.instagram.com/tuileriespatisserie,,28.66667,77.21667,,parcial,sí,ecommerce,,165,en
darkins-chocolates,Darkins Chocolates,Delhi,Chocolate,Single-origin dark chocolate bars,New Delhi 110020,Darkins is a bean-to-bar chocolate maker based in Delhi producing single-origin dark chocolate from Indian cacao.,,+918800335220,hello@darkins.in,https://darkins.in,https://www.facebook.com/darkinschocolate,https://www.instagram.com/darkinschocolate,,28.66667,77.21667,,parcial,sí,ecommerce,,42,en
mittal-teas,Mittal Teas,Delhi,Té e infusiones,"Darjeeling and Assam teas, matcha, blended teas","GF-6, New Delhi House, 27 Barakhamba Road, New Delhi 110001",Mittal Teas is a Delhi tea house that blends and packs Indian teas and infusions.,,,,https://mittalteas.com,https://www.facebook.com/mittalteas,https://www.instagram.com/mittalteas,,28.63010,77.22322,,parcial,sí,ecommerce,,101,en
golden-tips-tea,Golden Tips Tea,Delhi,Té e infusiones,"Darjeeling first and second flush, blended teas",New Delhi 110020,"Golden Tips Tea blends and packs Darjeeling, Assam and Nilgiri teas from its Delhi premises.",,,support@goldentipstea.com,https://www.goldentipstea.com,https://www.facebook.com/goldentipstea,https://www.instagram.com/goldentipsindia,,28.66667,77.21667,,parcial,sí,ecommerce,,59,en
odd-fellows-brews,Odd Fellows Brews,Delhi,Bebidas sin alcohol,"Dragon fruit ginger beer, fig and honey kombucha, cherry cola",New Delhi 110008,"Odd Fellows Brews ferments kombucha, ginger beer and other live-cultured drinks in small batches in Delhi, and also makes a cultured cashew cheese.",,+919910028465,oddfellowsbrews@gmail.com,https://oddfellowsbrews.com,https://www.facebook.com/oddfellowsbrew,https://www.instagram.com/oddfellowsbrews,,28.66667,77.21667,,parcial,sí,ecommerce,,113,en
kuremal-mahavir-prasad-kulfiwale,Kuremal Mahavir Prasad Kulfiwale,Delhi,Helados,"Stuffed fruit kulfi, mango kulfi, falooda","Shop No. 546, Gali Kucha Pati Ram, Bazar Sita Ram, Chandni Chowk, Delhi 110006",Kuremal Mahavir Prasad Kulfiwale has made kulfi in Old Delhi since 1906 and is known for stuffed fruit kulfi made with fresh fruit pulp.,,+919811116075,,https://www.kuremalkulfi.com,https://www.facebook.com/kuremalkulfi,https://www.instagram.com/kuremalmahavirprasadkulfiwale,,28.66667,77.21667,,parcial,no comprobado,,,88,en
gianis-ice-cream,Giani's,Delhi,Helados,"Ice cream, kulfi, falooda",,"Giani's has made ice cream in Delhi since 1956, when it started in Fatehpuri in the old city.",,+919560506660,cr@gianisicecream.com,https://www.gianisicecream.com,https://www.facebook.com/Gianisicecream1956,https://www.instagram.com/gianisicecream,,28.66667,77.21667,,parcial,no comprobado,,,56,en
nirulas,Nirula's,Delhi,Helados,Ice cream,,"Nirula's has made ice cream in Delhi since 1934 and produces its buns, sauces, patties and couverture-based ice cream in house.",,,,https://nirulas.com,https://www.facebook.com/Nirulas,https://www.instagram.com/nirulasofficial,,28.66667,77.21667,,parcial,no comprobado,,,111,en
chaina-ram-sindhi-confectioners,Chaina Ram Sindhi Confectioners,Delhi,Dulces y repostería,"Karachi Halwa, Dhodha, Paneer Jalebi, Besan Ladoo","6499, Fatehpuri Chowk, Chandni Chowk, Delhi 110006",Chaina Ram Sindhi Confectioners has made Sindhi sweets in desi ghee beside Fatehpuri Masjid in Old Delhi since 1901.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,36,en
bengali-sweet-house,Bengali Sweet House,Delhi,Dulces y repostería,"Rasgulla, sandesh, rasmalai, barfi","30-33, Bengali Market, New Delhi 110001",Bengali Sweet House has made chenna-based Bengali sweets at Bengali Market since 1936.,,,bengalisweethouse.bm@gmail.com,https://www.bengalisweethouse.in,https://www.facebook.com/bengalisweethousebm,https://www.instagram.com/bengalisweethouse.bengalimkt,,28.66667,77.21667,,parcial,no comprobado,,,21,en
evergreen-sweet-house,Evergreen Sweet House,Delhi,Dulces y repostería,"Kalakand, Kala Gulab Jamun, Rasmalai","S-29 & 30, Main Market, Green Park, New Delhi 110016",Evergreen Sweet House has made desi-ghee sweets in Green Park since 1963.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,50,en
kanwarjis,Kanwarji's,Delhi,Dulces y repostería,"Dal Biji, Karachi Halwa, Sohan Halwa, Coffee Barfi","1972, Corner Gali Paratha, Chandni Chowk, Delhi 110006","Kanwarji Bhagirath Mal has made sweets and savoury snacks in Paranthe Wali Gali, Chandni Chowk, since 1850.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,Aperitivos,84,en
old-famous-jalebi-wala,Old Famous Jalebi Wala,Delhi,Dulces y repostería,"Desi ghee jalebi, rabri jalebi","1795, Dariba Corner, Dariba Kalan, Chandni Chowk, Delhi 110006",Old Famous Jalebi Wala fries jalebis in desi ghee at the corner of Dariba Kalan in Chandni Chowk.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,114,en
ghantewala-confectioners,Ghantewala Confectioners,Delhi,Dulces y repostería,"Sohan Halwa, Motichoor Ladoo","M-130, Block M, Greater Kailash II, New Delhi 110048","Ghantewala Confectioners, founded in Chandni Chowk in 1790, makes Sohan Halwa and other traditional sweets from its Greater Kailash shop.",,,info@ghantewala.in,https://www.ghantewala.in,,,,28.66667,77.21667,,parcial,no comprobado,,,55,en
shyam-sweets,Shyam Sweets,Delhi,Dulces y repostería,"Cham Cham, Paan Roll, Kesar Pak, Nagori Halwa","H. No. 112, Chawri Bazar Road, Manohar Market, Chandni Chowk, Delhi 110006",Shyam Sweets makes traditional sweets and bedmi poori with nagori halwa at Chawri Bazar in Old Delhi.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,145,en
kallan-sweets,Kallan Sweets,Delhi,Dulces y repostería,"Fruit Barfi, Karachi Halwa, Shahi Tukda, Kalakand","Shop 4-5, Matia Mahal Road, Jama Masjid, Delhi 110006","Kallan Sweets makes barfi, halwa and shahi tukda on Matia Mahal Road beside Jama Masjid.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,82,en
annapurna-sweet-house,Annapurna Sweet House,Delhi,Dulces y repostería,"Sandesh, rosogolla, mishti doi, badam halwa","38, CSC Market 2, Chittaranjan Park, New Delhi 110019","Annapurna Sweet House makes Bengali sweets such as sandesh, rosogolla and mishti doi in Chittaranjan Park.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,11,en
shiv-mishthan-bhandar,Shiv Mishthan Bhandar,Delhi,Dulces y repostería,"Imarti, gajar halwa, moong dal halwa, sooji halwa","375, Chandni Chowk Road, Kucha Ghasiram, Delhi 110006",Shiv Mishthan Bhandar makes imarti and a range of halwas at Kucha Ghasiram in Chandni Chowk.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,143,en
hira-sweets,Hira Sweets,Delhi,Dulces y repostería,"Balushahi, milk cake, barfi",New Delhi 110092,"Hira Sweets has made Indian sweets in Delhi since 1912, starting from a single shop in Shahdara, and is known for its balushahi.",,+919136587254,customercare@hirasweets.com,https://hirasweets.com,,https://www.instagram.com/hirasweets_1912,,28.66667,77.21667,,parcial,no comprobado,,,71,en
bangla-sweet-house,Bangla Sweet House,Delhi,Dulces y repostería,"Cham Cham, Moong Dal Burfi, Kesar Petha","115-117, Bangla Sahib Marg, Gole Market, New Delhi 110001",Bangla Sweet House has made sweets and snacks at Gole Market for more than a century.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,19,en
bhimsains-bengali-sweet-house,Bhimsains Bengali Sweet House,Delhi,Dulces y repostería,"Pink Coconut Burfi, Khoya Kadam, Khoya Gulkand","27-29, Bengali Market, New Delhi 110001",Bhimsains Bengali Sweet House makes khoya-based sweets and burfi at Bengali Market.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,23,en
moti-sweets,Moti Sweets,Delhi,Dulces y repostería,"Desi ghee boondi ladoo, pateesa, chenna murki, milk burfi","Shop 16-17, Main Market, Malviya Nagar, New Delhi 110017","Moti Sweets makes desi-ghee ladoo, pateesa and milk sweets at Malviya Nagar Main Market.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,104,en
kadimi,Kadimi,Delhi,Dulces y repostería,"Bikaneri Burfi, Khoya Pudding, Khus Petha","38, Central Road, Bhogal, Jangpura, New Delhi 110014",Kadimi has made handcrafted desi-ghee sweets at Bhogal in Jangpura since 1925.,,+919999885444,reachus@kadimi.in,https://www.kadimi.in,https://www.facebook.com/kadimirameshjain,https://www.instagram.com/kadimirameshjain,,28.66667,77.21667,,parcial,no comprobado,,,79,en
bansal-sweets,Bansal Sweets,Delhi,Dulces y repostería,"Chanderkala, Cham Cham, Rasbhari","8, JD Market, Pitampura, Delhi 110034",Bansal Sweets has made desi-ghee sweets in Pitampura since 1981.,,+919999177772,,https://bansalsweets.in,https://www.facebook.com/bansalsweet,https://www.instagram.com/bansalsweets,,28.66667,77.21667,,parcial,no comprobado,,,20,en
standard-burfee,Standard Burfee,Delhi,Dulces y repostería,"Coconut Burfi, Milk Cake, Kaju Burfi, Dhoda","2750/21, Ajmal Khan Road, Karol Bagh, New Delhi 110005","Standard Burfee makes burfi, milk cake and dhoda on Ajmal Khan Road in Karol Bagh.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,154,en
rewari-sweets,Rewari Sweets,Delhi,Dulces y repostería,"Rabri, Rewari Burfi, Pateesa, Paneer Jalebi","3D, Lajwanti Garden, Jail Road, Nangal Raya, New Delhi 110046","Rewari Sweets has made rabri, burfi and pateesa in West Delhi since 1968.",,,,,https://www.facebook.com/rewarisweets,,,28.66667,77.21667,,parcial,no comprobado,,,134,en
gulab-sweets-pitampura,Gulab,Delhi,Dulces y repostería,"Jalebi, Rajbhog, Malpua, Rasgulla","Shop 5, Vaishali Main Road, Pitampura, Delhi 110034","Gulab makes jalebi, malpua and chenna sweets in Pitampura.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,66,en
bikanervala,Bikanervala,Delhi,Dulces y repostería,"Desi ghee sweets, bhujia, namkeen","A-28, Lawrence Road Industrial Area, Keshav Puram, New Delhi 110035","Bikanervala has made Indian sweets and namkeen in Delhi since 1950, when its founders opened a bhujia stall in Chandni Chowk, and packs them under the Bikano brand.",,+919650075931,customercare@bikanervala.com,https://bikanervala.com,https://www.facebook.com/bikanervala.in,https://www.instagram.com/bikanervala.in,,28.66667,77.21667,,parcial,sí,ecommerce,Aperitivos,27,en
mdh,MDH,Delhi,Condimentos,"Deggi Mirch, Chunky Chat Masala, Garam Masala","9/44, Kirti Nagar Industrial Area, New Delhi 110015","Mahashian Di Hatti grinds and blends ground spices and masala mixes in Delhi, where the company was re-established in 1948 after its founder moved from Sialkot.",,,mdhcare@mdhspices.in,https://mdhspices.com,https://www.facebook.com/mdhspicesofficial,https://www.instagram.com/mdhspicesofficial,,28.66667,77.21667,,parcial,no comprobado,,,92,en
meri-delhi-spices,Meri Delhi,Delhi,Condimentos,"Kitchen King Masala, Chaat Masala, Amchur Powder","B-34, Lawrence Road Industrial Area, Delhi 110035",Raave Masala Company has blended and packed ground spices under the Meri Delhi brand from its Lawrence Road plant since 1965.,,,,https://www.meridelhispices.com,,,,28.66667,77.21667,,parcial,no comprobado,,,95,en
joshi-masala-co,Joshi Masala Co.,Delhi,Condimentos,"Namkeen Masala, Fryums Masala, Chaat Masala","130, Gulabi Bagh, Truck Market, New Delhi 110007",Joshi Masala Co. manufactures blended snack and namkeen masalas at Gulabi Bagh in Delhi.,,,,https://www.joshimasala.in,,,,28.66667,77.21667,,parcial,no comprobado,,,77,en
dairy-craft,Dairy Craft,Delhi,Lácteos y quesos,Gourmet cheeses,"Industrial Area, Delhi 110033",Dairy Craft manufactures gourmet cheeses at its plant in north Delhi.,,+919311067907,info@dairycraft.com,https://www.dairycraft.com,https://www.facebook.com/dairycraft,https://www.instagram.com/dairycraft,,28.66667,77.21667,,parcial,no comprobado,,,41,en
mother-dairy,Mother Dairy,Delhi,Lácteos y quesos,"Milk, dahi, paneer, ice cream","Patparganj, Delhi 110092","Mother Dairy processes milk and makes dahi, paneer, butter and ice cream at its Patparganj plant in Delhi, set up in 1974.",,,,https://www.motherdairy.com,https://www.facebook.com/MotherDairy,https://www.instagram.com/motherdairy,,28.66667,77.21667,,parcial,no comprobado,,Helados,103,en
amar-chand-gupta-oil-mills,Amar Chand Gupta Oil Mills,Delhi,Aceite,"Kachi ghani mustard oil, desi ghee","51, Pocket C, Sector 2, Bawana, Delhi 110039",Amar Chand Gupta Oil Mills presses mustard oil and makes desi ghee at its Bawana mill in Delhi.,,,,https://www.acgoilmills.com,,,,28.66667,77.21667,,parcial,no comprobado,,,9,en
rosier-foods,Rosier Foods,Delhi,Despensa artesanal,"A2 Vedic ghee, raw honey, stone-ground atta, cold-pressed mustard oil","B-2994/75, Gali No. 75, Sant Nagar, Burari, Delhi 110084","Rosier Foods makes A2 ghee, stone-ground flours, cold-pressed oils and raw honey from its unit in Burari, north Delhi.",,+919205658884,care@rosierfoods.com,https://www.rosierfoods.com,https://www.facebook.com/rosierfoods,https://www.instagram.com/rosier.foods,,28.66667,77.21667,,parcial,sí,ecommerce,Miel,136,en
sheeren-bhawan,Sheeren Bhawan,Delhi,Dulces y repostería,"Gajar ka halwa, baalu shahi, jalebi","Hakimji Street, Jama Masjid, Delhi 110006","Sheeren Bhawan makes halwa, baalu shahi and jalebi near Jama Masjid in Old Delhi.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,142,en
meghraj-and-sons,Meghraj & Sons,Delhi,Aperitivos,"Namkeen, sweets","Chandni Chowk, Delhi 110006",Meghraj & Sons makes namkeen and sweets in Old Delhi.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,Dulces y repostería,93,en
singla-sweets,Singla Sweets,Delhi,Dulces y repostería,"Angoori petha, khoya barfi, gulab jamun, kesar sandesh","I.P. Extension, Madhu Vihar, Delhi 110092","Singla Sweets makes khoya barfi, petha and chenna sweets in east Delhi.",,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,150,en
bade-miyan-ki-kheer,Bade Miyan Ki Kheer,Delhi,Dulces y repostería,Kheer,"Bazaar Sirkiwalan, Hauz Qazi, Chandni Chowk, Delhi 110006",Bade Miyan Ki Kheer makes slow-cooked kheer at Bazaar Sirkiwalan in Old Delhi.,,,,,,,,28.66667,77.21667,,parcial,no comprobado,,,16,en
