slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
bodega-ribera-de-pelazas-perena-de-la-ribera,Bodega Ribera de Pelazas,Pereña de la Ribera,Bodega,Vino,"Camino de la Ermita, s/n, Pereña de la Ribera, Salamanca, 37175 Pereña de la Ribera, Salamanca","Productor local de bodega en Pereña de la Ribera, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,616 04 53 40,,https://www.bodegasdeperena.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20Ribera%20de%20Pelazas&query_place_id=ChIJJRMnxDr7Ow0RUWhWYfI32ZQ,41.245143,-6.524089,2026-05-18,
bodega-cesar-bernardo-salamanca,Bodega César Bernardo,Salamanca,Bodega,Vino,"Av. de Italia, 47, 37007 Salamanca","Productor local de bodega en Salamanca, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,923 22 54 91,,https://bodegabernardo.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20C%C3%A9sar%20Bernardo&query_place_id=ChIJjR12pCImPw0Rugtde0j8PxM,40.971861,-5.667264800000001,2026-05-18,
bodegas-labrador-salamanca-salamanca,Bodegas Labrador - Salamanca,Salamanca,Bodega,Vino,"C. Cañón de Río Lobos, 31, 37008 Salamanca","Productor local de bodega en Salamanca, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,923 19 20 49,,,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Labrador%20-%20Salamanca&query_place_id=ChIJ__uzGPUmPw0R0BtuiQmrQKs,40.93858780000001,-5.6681327,2026-05-18,
bodega-abuelo-flores-san-esteban-de-la-sierra,Bodega Abuelo Flores,San Esteban de la Sierra,Bodega,Vino,"Calle Mata, 5, 37671 San Esteban de la Sierra, Salamanca","Productor local de bodega en San Esteban de la Sierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Bodega%20Abuelo%20Flores&query_place_id=ChIJNfeDj4T3Pg0Re7GmlvzoqZI,40.506147399999996,-5.9043092,2026-05-18,
bodega-don-celestino-san-esteban-de-la-sierra,Bodega Don Celestino,San Esteban de la Sierra,Bodega,Vino,"C. Salas Pombo, 24, 37671 San Esteban de la Sierra, Salamanca","Productor local de bodega en San Esteban de la Sierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Bodega%20Don%20Celestino&query_place_id=ChIJqY6Yw_33Pg0R0PjddjlwuGA,40.5061308,-5.904646199999999,2026-05-18,
bodega-vinculo-serrano-san-esteban-de-la-sierra,Bodega Vínculo Serrano,San Esteban de la Sierra,Bodega,Vino,"C. la Santia, 22, 37671 San Esteban de la Sierra, Salamanca","Productor local de bodega en San Esteban de la Sierra, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,636 03 05 66,,https://www.bodegavinculoserrano.es/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20V%C3%ADnculo%20Serrano&query_place_id=ChIJqcP9HzT3Pg0RNeCeV6yhY0o,40.5071746,-5.9047165,2026-05-18,
bodegas-rochal-santibanez-de-la-sierra,Bodegas Rochal,Santibáñez de la Sierra,Bodega,Vino,"Calle Bienvenido Nieto Nieto, 17, 37670 Santibáñez de la Sierra, Salamanca","Productor local de bodega en Santibáñez de la Sierra, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,635 97 66 70,,https://bodegasrochal.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Rochal&query_place_id=ChIJOw7Irej3Pg0R7jiRO9fUB1E,40.4950149,-5.9141441,2026-05-18,
bodegas-y-vinedos-el-robledo-sequeros,Bodegas y Viñedos El Robledo,Sequeros,Bodega,Vino,"C/ La iglesia, 22, 37650 Sequeros, Salamanca","Productor local de bodega en Sequeros, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,660 04 80 01,,https://bodegaselrobledo.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20y%20Vi%C3%B1edos%20El%20Robledo&query_place_id=ChIJ083KC9z1Pg0R8GHMtPou7pM,40.5108902,-6.0255971,2026-05-18,
bodegas-4-generacion-sotoserrano,Bodegas 4ª Generación,Sotoserrano,Bodega,Vino,"C. Castillo, 7, 37657 Sotoserrano, Salamanca","Productor local de bodega en Sotoserrano, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,654 65 89 69,,https://bodegacuartageneracion.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%204%C2%AA%20Generaci%C3%B3n&query_place_id=ChIJA9W7KK1fPg0RdaCCfbeG5Vs,40.43743,-6.0337898999999995,2026-05-18,
bodega-julian-madruga-tardaguila,Bodega Julián Madruga,Tardáguila,Bodega,Vino,"C. de las Bodegas, 19, 37429 Tardáguila, Salamanca","Productor local de bodega en Tardáguila, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 23 46 59,,https://bodega-julian-madruga.myshopify.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20Juli%C3%A1n%20Madruga&query_place_id=ChIJK1AEU3AtPw0RBX-fbFWgZQ4,41.1139951,-5.574761199999999,2026-05-18,
bodega-cambrico-villanueva-del-conde,Bodega Cámbrico,Villanueva del Conde,Bodega,Vino,"Bodega Cámbrico, 37658 Villanueva del Conde, Salamanca","Productor local de bodega en Villanueva del Conde, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,671 47 15 71,,http://www.cambrico.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20C%C3%A1mbrico&query_place_id=ChIJ06N9Prv1Pg0RVtElzyGpEDc,40.5050726,-6.014009199999999,2026-05-18,
morcillas-y-farinatos-de-salamanca-carnicas-valdetasia-barbadillo,Morcillas y Farinatos de Salamanca | Cárnicas Valdetasia,Barbadillo,Carnes y embutidos,Carnes y embutidos,"Finca El Gejo, DSA-310, km.12, 37440 Barbadillo, Salamanca","Productor local de carnes y embutidos en Barbadillo, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,923 16 36 92,,,,,https://www.google.com/maps/search/?api=1&query=Morcillas%20y%20Farinatos%20de%20Salamanca%20%7C%20C%C3%A1rnicas%20Valdetasia&query_place_id=ChIJa7ga5vPdPg0RNfgC-4kiNFk,40.8660437,-5.841435499999999,2026-05-18,
embutidos-y-jamones-sierra-de-bejar-s-l-bejar,Embutidos y Jamones Sierra de Béjar S.L.,Béjar,Carnes y embutidos,Carnes y embutidos,"C. Obispo Zarranz y Pueyo, 1, 37700 Béjar, Salamanca","Productor local de carnes y embutidos en Béjar, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Embutidos%20y%20Jamones%20Sierra%20de%20B%C3%A9jar%20S.L.&query_place_id=ChIJOeTRVhFTPg0RgEiuVzAs690,40.3846245,-5.7569766,2026-05-18,
carne-fresca-iberica-yebra-campillo-de-salvatierra,Carne Fresca Ibérica Yebra,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C/ MIGUEL DE UNAMUNO, 6, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Carne%20Fresca%20Ib%C3%A9rica%20Yebra&query_place_id=ChIJ0-mbjWQBPw0R6__c6RLC_aw,40.5706614,-5.6758656,2026-05-18,
chacinas-lobel-campillo-de-salvatierra,Chacinas Lobel,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Amable Criado, 27, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Chacinas%20Lobel&query_place_id=ChIJGxg0SXsBPw0RFRGpXlmjGxo,40.565390099999995,-5.6767924999999995,2026-05-18,
fisan-campillo-de-salvatierra,FISAN,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Amable Criado, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=FISAN&query_place_id=ChIJEb1LjmwBPw0R16jKPbIEoPs,40.5660101,-5.6764464,2026-05-18,
guijuelo-gourmet-campillo-de-salvatierra,Guijuelo Gourmet,Campillo de Salvatierra,Carnes y embutidos,Ibéricos,"C. Amable Criado, 37, 37778 Campillo de Salvatierra, Salamanca","Productor local de despensa artesanal en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 05 24 00,,http://gugourmet.com/,,,https://www.google.com/maps/search/?api=1&query=Guijuelo%20Gourmet&query_place_id=ChIJCaQPW2UBPw0Rvf_4qBVVm6M,40.5670255,-5.6764896,2026-05-18,
ibericos-amh-amador-martin-e-hija-s-l-campillo-de-salvatierra,Ibéricos AMH Amador Martín e Hija S.L.,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Miguel Unamuno, 68-70, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Ib%C3%A9ricos%20AMH%20Amador%20Mart%C3%ADn%20e%20Hija%20S.L.&query_place_id=ChIJ0-mbjWQBPw0R7DLvX0WFqHY,40.5705676,-5.6738577999999995,2026-05-18,
isaias-hernandez-varas-s-l-campillo-de-salvatierra,Isaías Hernández Varas S.L.,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"Calle Dr. Fleming, 51, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Isa%C3%ADas%20Hern%C3%A1ndez%20Varas%20S.L.&query_place_id=ChIJiQpve2MBPw0RwGYXKpUlYcg,40.5720934,-5.675222,2026-05-18,
jamones-y-embutidos-anojal-hijos-de-salvador-martin-campillo-de-salvatierra,Jamones y embutidos Añojal Hijos de Salvador Martín,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Amable Criado, 32, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Jamones%20y%20embutidos%20A%C3%B1ojal%20Hijos%20de%20Salvador%20Mart%C3%ADn&query_place_id=ChIJA0XwFr0BPw0RT300CEdYWE0,40.5670745,-5.676222200000001,2026-05-18,
jamon-pinucho-primarsa-campillo-de-salvatierra,Jamón Pinucho (PRIMARSA),Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Camilo José Cela, 5-7, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Jam%C3%B3n%20Pinucho%20%28PRIMARSA%29&query_place_id=ChIJi_noRmMBPw0RznXpAWHH-7I,40.572134,-5.676948,2026-05-18,
la-rosa-iberica-campillo-de-salvatierra,La Rosa Ibérica,Campillo de Salvatierra,Carnes y embutidos,Ibéricos,"C. FELIPE VI, 19, 37778 Campillo de Salvatierra, Salamanca","Productor local de despensa artesanal en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 58 17 17,,http://www.larosaiberica.com/,,,https://www.google.com/maps/search/?api=1&query=La%20Rosa%20Ib%C3%A9rica&query_place_id=ChIJ9Y2Oq2QBPw0RlGo30dr3j6U,40.5712669,-5.6771505,2026-05-18,
productos-carnicos-brisa-campillo-de-salvatierra,Productos Cárnicos Brisa,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Camilo José Cela, 21, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Productos%20C%C3%A1rnicos%20Brisa&query_place_id=ChIJgYFpa2MBPw0REvY9vUIQyKo,40.5719047,-5.6758212,2026-05-18,
sierra-de-codex-guijuelo-campillo-de-salvatierra,Sierra de Codex Guijuelo,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"C. Amable Criado, 3-5, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Sierra%20de%20Codex%20Guijuelo&query_place_id=ChIJTyiZ-2wmPw0RBfFBFiedvIU,40.5636073,-5.6767828,2026-05-18,
viandas-ibericas-campillo-de-salvatierra,Viandas Ibéricas,Campillo de Salvatierra,Carnes y embutidos,Carnes y embutidos,"Calle Felipe VI, Nº 15, 37778 Campillo de Salvatierra, Salamanca","Productor local de carnes y embutidos en Campillo de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Viandas%20Ib%C3%A9ricas&query_place_id=ChIJw9jdWsIBPw0RFRH6PocuNZE,40.5721419,-5.6780602,2026-05-18,
la-vega-de-salvatierra-ibericos-s-l-fuenterroble-de-salvatierra,La Vega de Salvatierra Ibéricos S.L.,Fuenterroble de Salvatierra,Carnes y embutidos,Carnes y embutidos,"Calle entresierras, 1, 37768 Fuenterroble de Salvatierra, Salamanca","Productor local de carnes y embutidos en Fuenterroble de Salvatierra, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Vega%20de%20Salvatierra%20Ib%C3%A9ricos%20S.L.&query_place_id=ChIJqzTFnhz-Pg0RqZqIjaP_85E,40.5536242,-5.7043481,2026-05-18,
dehesa-garcia-fabrica-de-jamones-y-embutidos-ibericos-100-naturales-guijuelo,Dehesa García - Fábrica de Jamones y Embutidos Ibéricos 100% Naturales,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Corral de Concejo, 6, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Dehesa%20Garc%C3%ADa%20-%20F%C3%A1brica%20de%20Jamones%20y%20Embutidos%20Ib%C3%A9ricos%20100%25%20Naturales&query_place_id=ChIJHYZzImsBPw0RMx-wD7KxJPM,40.5569948,-5.6685393,2026-05-18,
don-iberico-artesanos-del-cerdo-iberico-guijuelo,Don Ibérico Artesanos del Cerdo Ibérico,Guijuelo,Carnes y embutidos,Carnes y embutidos,"Polígono Industrial el Montecillo, Finca 213, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Don%20Ib%C3%A9rico%20Artesanos%20del%20Cerdo%20Ib%C3%A9rico&query_place_id=ChIJ-0-YNBYmPw0RwAQ4o0F7V8M,40.571672,-5.66374,2026-05-18,
ibericos-crego-guijuelo,Ibéricos Crego,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Lirio, 20, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 58 13 60,,https://www.ibericoscrego.com/,,,https://www.google.com/maps/search/?api=1&query=Ib%C3%A9ricos%20Crego&query_place_id=ChIJnbvVGxIBPw0RBmp1l_TaN2g,40.5512259,-5.6759797,2026-05-18,
ibericos-guillen-guijuelo,Ibéricos Guillén,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Chinarral, 23, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Ib%C3%A9ricos%20Guill%C3%A9n&query_place_id=ChIJi1KZfRMBPw0Rj0fW1GBr2-s,40.55438900000001,-5.672203,2026-05-18,
ibericos-juan-jose-guijuelo,Ibéricos Juan José,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Filiberto Villalobos, 146, BAJO, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Ib%C3%A9ricos%20Juan%20Jos%C3%A9&query_place_id=ChIJ88JYjbUBPw0RmL-Qs0Mr8Gg,40.56115,-5.671819999999999,2026-05-18,
jamones-encinas-de-salamanca-guijuelo,JAMONES ENCINAS DE SALAMANCA,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Sta. María, 27, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=JAMONES%20ENCINAS%20DE%20SALAMANCA&query_place_id=ChIJsTLaZmEBPw0REbBBbA7wS3s,40.5585704,-5.6685599,2026-05-18,
jamones-ibericos-martin-matas-sl-guijuelo,Jamones Ibéricos Martín-Matas SL,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Sta. María, 21, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Jamones%20Ib%C3%A9ricos%20Mart%C3%ADn-Matas%20SL&query_place_id=ChIJW3oaHGsBPw0RXCvAa6v1vc4,40.558411799999995,-5.6697719,2026-05-18,
jamones-y-embutidos-entresierras-guijuelo,Jamones y Embutidos Entresierras,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Filiberto Villalobos, 183, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Jamones%20y%20Embutidos%20Entresierras&query_place_id=ChIJL7rzRmkBPw0RZD3B_6T3KYQ,40.562537,-5.6713796,2026-05-18,
jamones-y-embutidos-ibericos-jesus-valle-guijuelo,Jamones y embutidos ibéricos Jesús Valle,Guijuelo,Carnes y embutidos,Carnes y embutidos,"Pl. Mayor, 23, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Jamones%20y%20embutidos%20ib%C3%A9ricos%20Jes%C3%BAs%20Valle&query_place_id=ChIJ00_tWmsBPw0RwAAssvSB-IE,40.557342,-5.6715538,2026-05-18,
julian-martin-s-l-guijuelo,Julián Martín S.L.,Guijuelo,Carnes y embutidos,Carnes y embutidos,"teléfonos 923580007 - 923386414, Ctra. Campillo, 68, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca durante la expansión sectorial.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Juli%C3%A1n%20Mart%C3%ADn%20S.L.&query_place_id=ChIJV2yA0W0BPw0RHzGTG4fL_5Y,40.561962799999996,-5.6744539,2026-05-18,
rodilla-gonzalez-productos-agroalimentarios-guijuelo,Rodilla & González Productos Agroalimentarios,Guijuelo,Carnes y embutidos,Ibéricos,"C. Sierra de Quilama, 37770 Guijuelo, Salamanca","Productor local de despensa artesanal en Guijuelo, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 27 08 82,,http://www.rodillagonzalez.com/,,,https://www.google.com/maps/search/?api=1&query=Rodilla%20%26%20Gonz%C3%A1lez%20Productos%20Agroalimentarios&query_place_id=ChIJO9EgkLoBPw0RO-BwZgVYXfM,40.5376799,-5.6757442,2026-05-18,
salamanca-iberica-2015-s-l-guijuelo,Salamanca Ibérica 2015 S.l.,Guijuelo,Carnes y embutidos,Carnes y embutidos,"C. Sierra de Béjar, 34, 37770 Guijuelo, Salamanca","Productor local de carnes y embutidos en Guijuelo, incorporado al catálogo provincial de Salamanca tras revisión complementaria.",Consultar web o venta directa,923 59 18 02,,http://productosibericossalamanca.com/,,,https://www.google.com/maps/search/?api=1&query=Salamanca%20Ib%C3%A9rica%202015%20S.l.&query_place_id=ChIJU3S4oQIBPw0RykEUFu9dH9k,40.536715699999995,-5.6781,2026-05-18,
simon-martin-guijuelo-guijuelo,Simón Martín Guijuelo,Guijuelo,Carnes y embutidos,Ibéricos,"Pol. Ind. Agroalimentario - Sierra de Herrero, Parc.17, 37770 Guijuelo, Salamanca","Productor local de despensa artesanal en Guijuelo, incorporado al catálogo provincial de Salamanca desde Salamanca en Bandeja.",Consultar web o venta directa,923 58 01 29,,http://www.simonmartin.es/,,,https://www.google.com/maps/search/?api=1&query=Sim%C3%B3n%20Mart%C3%ADn%20Guijuelo&query_place_id=ChIJiyP4zxwBPw0RUlOEvBcmfHY,40.538650499999996,-5.6755834,2026-05-18,
