slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
tabechoku-23879,神山社中,Kamiyama,Setas,"野菜, しいたけ",,Produces vegetables and shiitake at its Kamiyama unit.,,,,,,,,33.967220,134.350500,,parcial,sí,marketplace,,2989,en
tabechoku-25736,シシトトラ(浅野農園),Kamikatsu,Pescado,,,Produces fish and seafood at its Kamikatsu unit.,,,,,,,,33.889140,134.402080,,parcial,sí,marketplace,,1802,en
tabechoku-28788,嵯峨峡ファーム,Sanagōchi-son,Pescado,,,Produces fish and seafood at its Sanagōchi-son unit.,,,,,,,,33.993110,134.453330,,parcial,sí,marketplace,,2468,en
tabechoku-22921,旭物産,Tokushima,Pescado,,,Produces fish and seafood at its Tokushima unit.,,,,,,,,34.070280,134.554940,,parcial,sí,marketplace,,2571,en
tabechoku-3078244,谷藤農園,Higashimiyoshi,Pescado,,,Produces fish and seafood at its Higashimiyoshi unit.,,,,,,,,34.036810,133.936920,,parcial,sí,marketplace,,3163,en
tabechoku-22774,山河農場,Minami,Fruta y verdura,野菜,,Produces vegetables at its Minami unit.,,,,,,,,33.734610,134.535530,,parcial,sí,marketplace,,2436,en
tabechoku-22680,芝原水産,Naruto,Pescado,,,Produces fish and seafood at its Naruto unit.,,,,,,,,34.172580,134.608780,,parcial,sí,marketplace,,3090,en
tabechoku-20978,ニワトリノニワ,Awa,Carne,,,Produces meat at its Awa unit.,,,,,,,,34.102140,134.297440,,parcial,sí,marketplace,,1860,en
tabechoku-25284,田村 周平,Yoshinogawa,Pan y cereal,米,,Produces rice at its Yoshinogawa unit.,,,,,,,,34.066330,134.358610,,parcial,sí,marketplace,,2943,en
tabechoku-3078280,ますだファーム,Tokushima,Pan y cereal,米,,Produces rice at its Tokushima unit.,,,,,,,,34.070280,134.554940,,parcial,sí,marketplace,,1629,en
tabechoku-22169,三木農園,Tsurugi,Fruta y verdura,野菜,,Produces vegetables at its Tsurugi unit.,,,,,,,,34.037280,134.064060,,parcial,sí,marketplace,,2014,en
tabechoku-23701,NARUMI FARM,Kamikatsu,Fruta y verdura,"トマト, 野菜",,Produces tomatoes and vegetables at its Kamikatsu unit.,,,,,,,,33.889140,134.402080,,parcial,sí,marketplace,,844,en
tabechoku-22762,殖彩,Komatsushima,Fruta y verdura,野菜,,Produces vegetables at its Komatsushima unit.,,,,,,,,34.004890,134.590560,,parcial,sí,marketplace,,2838,en
tabechoku-24976,自然農園マユコベ,Tokushima,Fruta y verdura,,,Produces fruit and vegetables at its Tokushima unit.,,,,,,,,34.070280,134.554940,,parcial,sí,marketplace,,3084,en
tabechoku-22594,田口農園 徳島,Higashimiyoshi,Fruta y verdura,,,Produces fruit and vegetables at its Higashimiyoshi unit.,,,,,,,,34.036810,133.936920,,parcial,sí,marketplace,,2941,en
tabechoku-23934,西村農園（徳島県）,Mima,Fruta y verdura,,,Produces fruit and vegetables at its Mima unit.,,,,,,,,34.053310,134.169810,,parcial,sí,marketplace,,3146,en
tabechoku-29258,吉成農場,Naruto,Fruta y verdura,,,Produces fruit and vegetables at its Naruto unit.,,,,,,,,34.172580,134.608780,,parcial,sí,marketplace,,2247,en
tabechoku-10,阿波ツクヨミファーム,Awa,Fruta y verdura,"野菜, 米",,Produces vegetables and rice at its Awa unit.,,,,https://awatsukuyomi.com/,,,,34.102140,134.297440,,verificado,sí,ecommerce|marketplace,,3273,en
jp-tokushima-komatsushima-ne-1589b01,和菓子処山陽堂,小松島市,Dulces y repostería,和菓子,小松島市南小松島町 13-27,"Produces Japanese confectionery in 小松島市, tokushima.",,,,https://komatsushima.ne.jp/sanyodo/,,,,34.004890,134.590560,,verificado,sí,ecommerce,,2264,en
jp-tokushima-hinodero-dde7f14,日の出楼,徳島市,Dulces y repostería,和菓子,徳島市二軒屋町 1-8,"Produces Japanese confectionery in 徳島市, tokushima.",,,,http://www.hinodero.com/,,,,34.070280,134.554940,,verificado,sí,ecommerce,,2559,en
jp-tokushima-awabancha-hanazen-co-caa17f3,はなぜん,阿南市,Té e infusiones,日本茶,,"Produces Japanese tea in 阿南市, tokushima.",,,,https://awabancha-hanazen.co.jp/,,,,33.921780,134.659530,,verificado,sí,ecommerce,,1591,en
rise-win-brewing,RISE & WIN Brewing Co.,Kamikatsu,Cerveza,,大字正木字平間237-2,Brewery producing beer at its Kamikatsu unit.,,,info@kamikatz.jp,https://www.kamikatz.jp/,,https://www.instagram.com/riseandwin_kamikatsu/,,33.88914,134.40208,,parcial,no comprobado,,,1007,en
tani-chikuwa-komatsushima,谷ちくわ商店,Komatsushima,Pescado,"Take chikuwa, katsu-ten",徳島県小松島市横須町3番59号,Produces traditional bamboo-grilled chikuwa and other fish cakes at its Komatsushima factory.,07:00-16:00,+81885320867,,https://www.tanishouten.co.jp/,,,,34.00489,134.59056,,parcial,sí,ecommerce,,3160,en
hattori-seitojo,服部製糖所 (Hattori Seitojo),阿波市,Dulces y repostería,,,服部製糖所 (Hattori Seitojo) makes its own baked goods and confectionery in 阿波市.,,,,https://www.awawasanbon.com/,,https://www.instagram.com/wasanbon_hattoriseitousho/,,34.10214,134.29744,,parcial,no comprobado,,,3369,en
ogon-no-mura,黄金の村 (Ogon no Mura / 木頭ゆず),那賀町,Condimentos,,,黄金の村 (Ogon no Mura / 木頭ゆず) makes its own condiments in 那賀町.,,,,https://ogonnomura.jp/,,https://www.instagram.com/ogonnomura_yuzu/,,33.85742,134.49664,,parcial,no comprobado,,,3370,en
2nd-story-ale-works,2nd Story Ale Works,徳島市,Cerveza,,,2nd Story Ale Works brews its own beer in 徳島市.,,,beer@2ndstoryale.jp,https://2ndstoryale.jp/,,https://www.instagram.com/2ndsaw/,,34.07028,134.55494,,parcial,no comprobado,,,3371,en
shimaya-miso,志まや味噌 (Shimaya Miso),徳島市,Condimentos,,,志まや味噌 (Shimaya Miso) makes its own condiments in 徳島市.,,,,https://shimaya-miso.jp/,,https://www.instagram.com/shimaya_miso/,,34.07028,134.55494,,parcial,no comprobado,,,3372,en
il-rosa,イルローザ (IL ROSA),徳島市,Dulces y repostería,,,イルローザ (IL ROSA) makes its own baked goods and confectionery in 徳島市.,,,,https://www.ilrosa.co.jp/,,https://www.instagram.com/ilrosa_yogashi/,,34.07028,134.55494,,parcial,no comprobado,,,3373,en
