slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
grana-padano-caseificio-lombardi-srl-bs617,Caseificio Lombardi Srl,Nuvolento,Lácteos y quesos,Grana Padano DOP,"Via Molino, 6, 25080 Nuvolento (BS)",,,+390306919212,sonialombardi13@libero.it,https://www.caseificiolombardi.it,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Lombardi%20Srl%2C%20Via%20Molino%2C%206%2C%2025080%20Nuvolento%20%28BS%29&query_place_id=ChIJy6TokVyagUcRbhAEibCl_Mk,45.5378608,10.3968898,,pendiente,no comprobado,,,1224,,,,,,
grana-padano-caseificio-boldini-giovanni-battista-spa-bs618,Caseificio Boldini Giovanni Battista SpA,Castenedolo,Lácteos y quesos,Grana Padano DOP,"Loc. Macina, 64 - C.na Zambella 25014 - Castenedolo (BS)",,,+390302733061,simona@caseificioboldinigb.com,https://caseificioboldini.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Boldini%20Giovanni%20Battista%20SpA%2C%20Loc.%20Macina%2C%2064%20-%20C.na%20Zambella%2025014%20-%20Castenedolo%20%28BS%29&query_place_id=ChIJY60vO9SYgUcR_klLsQ-HfXM,45.470871,10.3201907,,pendiente,no comprobado,,,975,,,,,,
grana-padano-caseificio-bagnolese-srl-bs619,Caseificio Bagnolese SRL,Bagnolo Mella,Lácteos y quesos,Grana Padano DOP,"Via Offlaga, 12 – Cascina Grumo 25021 - Bagnolo Mella (BS)",,,+39030620723,info@caseificiobagnolese.it,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Bagnolese%20SRL%2C%20Via%20Offlaga%2C%2012%20%E2%80%93%20Cascina%20Grumo%2025021%20-%20Bagnolo%20Mella%20%28BS%29&query_place_id=ChIJA6idzO4KgUcRcxmQ8EzPUck,45.4262,10.17384,,pendiente,no comprobado,,,961,,,,,,
grana-padano-caseificio-alfianello-bs620,Caseificio Alfianello,Alfianello,Lácteos y quesos,Grana Padano DOP,"Strada dei Santi Micheli, 10/12 25020 - Alfianello (BS)",,,+390309936090,info@caseificioalfianello.com,https://www.caseificiotorrepallavicina.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Alfianello%2C%20Strada%20dei%20Santi%20Micheli%2C%2010%2F12%2025020%20-%20Alfianello%20%28BS%29&query_place_id=ChIJQRzpeIUHgUcR40BFKKnU2k8,45.27227,10.14112,,pendiente,no comprobado,,,931,,,,,,
grana-padano-cooperativa-produttori-latte-cooprolama-s-c-a-bs627,Cooperativa Produttori Latte Cooprolama S.C.A.,Mazzano,Lácteos y quesos,Grana Padano DOP,"Viale Brescia, 126 25080 - Molinetto di Mazzano (BS)",,,+390302620280,info@cooprolama.it,,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Produttori%20Latte%20Cooprolama%20S.C.A.%2C%20Viale%20Brescia%2C%20126%2025080%20-%20Molinetto%20di%20Mazzano%20%28BS%29&query_place_id=ChIJtfCgEF2ZgUcR6fiBJDc_VRs,45.50321,10.34985,,pendiente,no comprobado,,,1600,,,,,,
grana-padano-dalla-bona-spa-bs628,Dalla Bona SpA,Carpenedolo,Lácteos y quesos,Grana Padano DOP,"Via per Castelgoffredo, 28 25013 Carpenedolo (BS)",,,+390309965415,elena@dallabona.it,https://www.dallabona.it,,,,45.3069271,10.4206903,,pendiente,no comprobado,,,1636,,,,,,
grana-padano-caseificio-ferretti-srl-bs631,Caseificio Ferretti srl,Orzinuovi,Lácteos y quesos,Grana Padano DOP,"Via Verolanuova, 72/74 25034 - Orzinuovi (BS)",,,+39030942741,caseificio.ferretti@virgilio.it,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Ferretti%20srl%2C%20Via%20Verolanuova%2C%2072%2F74%2025034%20-%20Orzinuovi%20%28BS%29&query_place_id=ChIJRXm1tV0RgUcRg2JnW_z3FiI,45.3951246,9.9271268,,pendiente,no comprobado,,,1115,,,,,,
grana-padano-caseificio-sociale-gardalatte-s-c-a-bs634,Caseificio Sociale Gardalatte S.C.A,Lonato del Garda,Lácteos y quesos,Grana Padano DOP,"Località Cassetta, 4 25017 Lonato (BS)",,,+390309913664,info@gardalatte.it,,,,,45.4434127,10.5687419,,pendiente,no comprobado,,,1417,,,,,,
grana-padano-soc-coop-per-azioni-caseificio-sociale-rinascente-coop-agr-a-mutualita-prevalente-bs636,Soc. Coop. per Azioni Caseificio Sociale Rinascente Coop. Agr. a Mutualità Prevalente,Bagnolo Mella,Lácteos y quesos,Grana Padano DOP,"Via Offlaga, 5/A 25021 - Bagnolo Mella (BS)",,,+39030620519,amministrazione@caseificiorinascente.it,,,,https://www.google.com/maps/search/?api=1&query=Soc.%20Coop.%20per%20Azioni%20Caseificio%20Sociale%20Rinascente%20Coop.%20Agr.%20a%20Mutualit%C3%A0%20Prevalente%2C%20Via%20Offlaga%2C%205%2FA%2025021%20-%20Bagnolo%20Mella%20%28BS%29&query_place_id=ChIJj1mMLu4KgUcRq2Ieiv_UCm0,45.4223107,10.1735404,,pendiente,no comprobado,,,3145,,,,,,
grana-padano-solat-s-c-a-bs641,SOLAT S.C.A.,Leno,Lácteos y quesos,Grana Padano DOP,Località Salvasecca 25024 - Castelletto di Leno (BS),,,+390309049061,info@cooperativasolat.it,https://www.cooperativasolat.it/,,,https://www.google.com/maps/search/?api=1&query=SOLAT%20S.C.A.%2C%20Localit%C3%A0%20Salvasecca%2025024%20-%20Castelletto%20di%20Leno%20%28BS%29&query_place_id=ChIJyUgOeamngUcRMfw9egclSEo,45.3325395,10.2339901,,pendiente,no comprobado,,,3203,,,,,,
grana-padano-caseificio-s-antonio-srl-bs647,Caseificio S. Antonio SRL,Montichiari,Lácteos y quesos,Grana Padano DOP,"Via Dugali Mattina, 2 25018 - S. Antonio di Montichiari (BS)",,,+39030961572,caseificiosantonio@libero.it,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20S.%20Antonio%20SRL%2C%20Via%20Dugali%20Mattina%2C%202%2025018%20-%20S.%20Antonio%20di%20Montichiari%20%28BS%29&query_place_id=ChIJIyiAS7WjgUcRn1hs2BJRRCU,45.3997386,10.3569128,,pendiente,no comprobado,,,1333,,,,,,
grana-padano-agricola-zani-societa-agricola-s-s-bs651,Agricola Zani Società Agricola S.S.,Ghedi,Lácteos y quesos,Grana Padano DOP,"Via Bagnolo, 20 25016 - Ghedi (BS)",,,+39030901528,zanigroup@libero.it,,,,https://www.google.com/maps/search/?api=1&query=Agricola%20Zani%20Societ%C3%A0%20Agricola%20S.S.%2C%20Via%20Bagnolo%2C%2020%2025016%20-%20Ghedi%20%28BS%29&query_place_id=ChIJObXakLGhgUcRB5Q-Q0sALcw,45.40797,10.27453,,pendiente,no comprobado,,,74,,,,,,
grana-padano-s-vitale-srl-bs654,S. Vitale Srl,Seniga,Lácteos y quesos,Grana Padano DOP,"Via Maccagnere, 10 25020 Seniga (BS)",,,+390309955125,pellegrinigerolamo@gmail.com,https://caseificiosanvitale.it,,,https://www.google.com/maps/search/?api=1&query=S.%20Vitale%20Srl%2C%20Via%20Maccagnere%2C%2010%2025020%20Seniga%20%28BS%29&query_place_id=ChIJ0zw0m02ogUcRfBvVE1PcFiQ,45.2616009,10.1815004,,pendiente,no comprobado,,,3053,,,,,,
grana-padano-azienda-agricola-balestre-di-de-stanchina-c-e-g-e-miglioli-bs656,Azienda Agricola Balestre di De Stanchina C. e G. e Miglioli,Calvisano,Lácteos y quesos,Grana Padano DOP,"Via Ponterosso, 22 - Malpaga 25012 - Calvisano (BS)",,,+390309988833,azbalestre@gmail.com,,,,,45.37159,10.30999,,pendiente,no comprobado,,,281,,,,,,
grana-padano-agricola-s-giovanni-di-festa-eugenio-bs657,Agricola S. Giovanni di Festa Eugenio,Chiari,Lácteos y quesos,Grana Padano DOP,"Via Monticelli, 4 25032 - Chiari (BS)",,,+390307009832,cas.san.giovanni@tiscali.it,,,,https://www.google.com/maps/search/?api=1&query=Agricola%20S.%20Giovanni%20di%20Festa%20Eugenio%2C%20Via%20Monticelli%2C%204%2025032%20-%20Chiari%20%28BS%29&query_place_id=ChIJQ_DIALNrgUcRRNFE16CkdZE,45.5235765,9.9108771,,pendiente,no comprobado,,,70,,,,,,
caffe-agust,Caffè Agust,Brescia,Café,"Café en grano, espresso y filtro",,"Torrefazione artesana histórica fundada en 1956 en Via Allegri, premiada como Torrefazione dell'Anno por Gambero Rosso y con línea specialty.",,+390302310681,info@caffeagust.it,https://agust.it/,,https://www.instagram.com/agustcoffee/,,45.53889,10.22028,,,no comprobado,,,738,es,,,,,
tostato-specialty-coffee,Tostato Specialty Coffee,Brescia,Café,"Café en grano, espresso y filtro",,Microtorrefazione de café de especialidad y cafetería fundada por Alberto Nevola con tostador en Via Fratelli Porcellaga.,,,,https://tostato.cafe/,,https://www.instagram.com/tostato.brescia/,,45.53889,10.22028,,pendiente,no comprobado,,,3302,es,,,,,
ga-pe-coffee-roasters,GA.PE Coffee Roasters,Brescia,Café,"Café en grano, espresso y filtro",,Marca artesanal de microtueste specialty creada por Gabriele Pezzaioli en Checchi Café (Via Corsica).,,,,https://gapecoffees.com/,,https://www.instagram.com/checchi_cafe/,,45.53889,10.22028,,,no comprobado,,,1978,es,,,,,
cascina-clarabella,Cascina Clarabella,Corte Franca,Vino,Franciacorta DOCG Bio Brut Clarabella,"Via Enrico Mattei snc, 25040 Corte Franca (BS)",,,+390309821041,clarabella@cascinaclarabella.it,https://cascinaclarabella.it/,,,,,,,pendiente,no comprobado,,,3568,,,,,,
castelveder,Castelveder,Monticelli Brusati,Vino,,,,,+39030652308,info@castelveder.it,https://www.castelveder.it/,https://www.facebook.com/castelveder,,,,,,pendiente,sí,ecommerce,,3569,,,,,,
comincioli,Comincioli,Puegnago del Garda,Vino,,,,,+390365651141,info@comincioli.it,https://www.comincioli.it/en/,https://www.facebook.com/Az.Agr.Comincioli/,,,,,,pendiente,no comprobado,,Aceite,3570,,,,,,
derbusco-cives,Derbusco Cives,Erbusco,Vino,,,,,,info@derbuscocives.com,https://www.derbuscocives.com/en/contatti/,https://www.facebook.com/Derbusco-Cives-197874683588233/,https://www.instagram.com/derbuscocivesfranciacorta/,,45.6,9.96667,,pendiente,sí,ecommerce,,3571,,,,,,
lantieri-de-paratico,Lantieri De Paratico,Capriolo,Vino,,,,,+39030736151,info@lantierideparatico.it,https://www.lantierideparatico.it/visite-in-cantina/,https://www.facebook.com/lantierifranciacorta/,https://www.instagram.com/lantieri_franciacorta/,,45.63726,9.9336,,pendiente,sí,ecommerce,,3572,,,,,,
manestrini,Manestrini,Soiano del Lago,Aceite,,"Via Avanzi 7, 25080 Soiano del Lago",,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday 09:00-12:00, 14:30-18,30",+390365502231,info@manestrini.it,https://manestrini.it/,https://www.facebook.com/FrantoioManestrini,https://www.instagram.com/frantoiomanestrini/,,,,,pendiente,sí,ecommerce,,3573,,,,,,
olearia-caldera,Olearia Caldera,Manerba del Garda,Aceite,,,,,+390365659020,info@oleariacaldera.com,https://oleariacaldera.com/contatti/,https://www.facebook.com/OleariaCaldera/,https://www.instagram.com/oleariacaldera/,,,,,pendiente,sí,ecommerce,,3574,,,,,,
pasini-san-giovanni,Pasini San Giovanni,Puegnago del Garda,Vino,"Valtènesi, Lugana, olio","Via Videlle, 2, 25080 Raffa di Puegnago (BS)",,Lun-ven 9:00-18:00; sabato 9:30-12:30 / 14:30-18:30; domenica chiuso,+390365651419,info@pasinisangiovanni.it,https://www.pasinisangiovanni.it/,,,,,,,pendiente,no comprobado,,Aceite,3575,,,,,,
ricci-curbastro,Ricci Curbastro,Capriolo,Vino,,,,,,info@riccicurbastro.it,https://www.riccicurbastro.it/azienda-agricola/,https://www.facebook.com/RicciCurbastroAziendaAgricola,https://www.instagram.com/riccicurbastro/,,45.63726,9.9336,,pendiente,sí,ecommerce,,3576,,,,,,
