slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
la-dispensa-toscana,La Dispensa Toscana,Lamporecchio,Lácteos y quesos,"Cecco, pecorino, ricotta, stracciatella di pecora, yogurt","Via di Giugnano 83, 51035 Lamporecchio PT","Azienda agricola con greggi di pecore e capre, caseificio Du Passi, frantoio e bottega dove vende e cucina i prodotti della tenuta.",,+393939044793,info@dispensatoscana.com,https://dispensatoscana.com/caseificio-prodotti/,,,https://www.google.com/maps/search/?api=1&query=La%20Dispensa%20Toscana%2C%20Via%20di%20Giugnano%2083%2C%2051035%20Lamporecchio%20PT&query_place_id=ChIJ_Ro__m1hKhMRao8-NLauR90,43.830080294902,10.907562380148,,verificado,no comprobado,,Aceite|Carne,2227,it
il-pastaio-toscano,Il Pastaio Toscano,Massa e Cozzile,Pan y cereal,"pasta fresca ripiena, ravioli di pesce e verdure, margherite all'astice","Via Giuseppe Mazzini 27, 51010 Massa e Cozzile PT",Pastificio toscano attivo nella produzione di pasta fresca ripiena e prodotti alimentari confezionati nello stabilimento di Massa e Cozzile.,,,,,,,,43.864959405672,10.754962959678,,parcial,no comprobado,,,2140,it
bufalcioffi,Bufalcioffi,Monsummano Terme,Lácteos y quesos,"mozzarella, burrata, ricotta, stracciatella e formaggi freschi","Via Rio Vecchio 456, 51015 Monsummano Terme PT","Caseificio di filiera toscana che produce quotidianamente mozzarella, burrata, ricotta e altri latticini freschi.",mar-dom 09:00-12:30 y 16:00-19:30; lun 16:00-19:30,+39057262595,info@bufalcioffi.it,https://bufalcioffi.it/,,,https://www.google.com/maps/search/?api=1&query=Bufalcioffi%2C%20Via%20Rio%20Vecchio%20456%2C%2051015%20Monsummano%20Terme%20PT&query_place_id=ChIJudIuoN5iKhMRAmCjwhquE7E,43.852589392966,10.818330399142,,verificado,sí,ecommerce,,712,it
pastificio-toscano-p-p,Pastificio Toscano P&P,Pieve a Nievole,Pan y cereal,pasta fresca e prodotti farinacei,"Via Ponte Monsummano 53, 51018 Pieve a Nievole PT",Impresa alimentare attiva specializzata nella produzione di pasta e prodotti farinacei presso lo stabilimento di Pieve a Nievole.,,,,,,,https://www.google.com/maps/search/?api=1&query=Pastificio%20Toscano%20P%26P%2C%20Via%20Ponte%20Monsummano%2053%2C%2051018%20Pieve%20a%20Nievole%20PT&query_place_id=ChIJG7C8IBN9KhMRQrS9wKZB_4k,43.854677995599,10.791944922317,,parcial,no comprobado,,,2932,it
paccagnini-sabrina,Paccagnini Sabrina,Quarrata,Lácteos y quesos,Pecorino della Montagna Pistoiese a latte crudo,"Via Falchero 82, località Olmi, 51039 Quarrata PT",Allevamento e piccolo caseificio di Quarrata inserito tra i produttori del Pecorino della Montagna Pistoiese a latte crudo.,,+390573718672,,,,,,43.874629104452,10.977298976377,,parcial,no comprobado,,,2729,it
caseificio-oasi-dynamo,Caseificio Oasi Dynamo,San Marcello Piteglio,Lácteos y quesos,"formaggio biologico, ricotta, yogurt, caciotte fresche e stagionate","Podere Il Nappo, 51028 San Marcello Piteglio PT",Caseificio della riserva Oasi Dynamo che trasforma latte aziendale in formaggi e yogurt biologici venduti e serviti nelle strutture dell'oasi.,,+393456410737,info@oasidynamo.org,https://www.oasidynamo.org/,,,,44.006829976314,10.797531461706,,verificado,no comprobado,,Conservas|Fruta y verdura|Pan y cereal,1278,it
podere-uffiziatura,Podere Uffiziatura,San Marcello Piteglio,Lácteos y quesos,"Pecorino della Montagna Pistoiese, primo sale, caprini, formaggio vaccino stagionato","Via Uffiziatura 156/B, 51028 San Marcello Piteglio PT","Azienda agroecologica della famiglia Pagliai che alleva pecore, capre e bovini e trasforma il latte nel proprio caseificio.",,+393463154591,aziendaagricolauffiziatura@gmail.com,,https://www.facebook.com/azagruffiziaturaipiani/,,,44.052620235799,10.796883497867,,parcial,no comprobado,,,2981,it
pastificio-sombrero,Pastificio Sombrero,Uzzano,Pan y cereal,pasta fresca artigianale e pasta ripiena,"Via Giacomo Matteotti 1, 51010 Uzzano PT",Laboratorio alimentare di Uzzano specializzato nella produzione artigianale di pasta fresca e gastronomia senza conservanti né coloranti.,,+390572445208,,,,,https://www.google.com/maps/search/?api=1&query=Pastificio%20Sombrero%2C%20Via%20Giacomo%20Matteotti%201%2C%2051010%20Uzzano%20PT&query_place_id=ChIJldGtiuF9KhMRyFGcYYVfPNQ,43.881973411833,10.711225518357,,parcial,no comprobado,,,2931,it
marietta-paste-alimentari,Marietta — Pastificio P&P,Montecatini-Terme,Pan y cereal,"pasta fresca, pasta all'uovo, pasta ripiena, pasta di semola","Via Giuseppe Mazzini, 60, 51016 Montecatini-Terme PT",Long-running Montecatini pasta maker producing and selling fresh egg filled and durum-wheat pasta under the Marietta and P&P identities.,,+39057271797,,http://www.pastificiopep.it/,,,https://www.google.com/maps/search/?api=1&query=Marietta%20%E2%80%94%20Pastificio%20P%26P%2C%20Via%20Giuseppe%20Mazzini%2C%2060%2C%2051016%20Montecatini-Terme%20PT&query_place_id=ChIJg9Ls2WR9KhMRAu6mPB86BAs,43.8838916,10.76691,,verificado,no comprobado,,,2561,en
azienda-agricola-mucci-leonardo,Azienda Agricola Mucci Leonardo,Quarrata,Lácteos y quesos,formaggi caprini e ovini,"Via delle Corbellicce, 88, 51039 Quarrata PT",Leonardo Mucci operates an active sheep and goat farm with an authorised dairy processing unit in Quarrata.,,,,,,,,43.8475,10.98333,,parcial,no comprobado,,,423,en
