slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
panificio-f-lli-manfre,Panificio F.lli Manfrè,Volterra,Pan y cereal,,,,,,,,,,,43.402135,10.858460,,pendiente,no comprobado,,,2809
panificio-f-lli-rosetti,Panificio F.lli Rosetti,Volterra,Pan y cereal,,,,,,,,,,,43.401932,10.860484,,pendiente,no comprobado,,,2810
caseificio-fruzzetti,Caseificio Fruzzetti,Cascina,Lácteos y quesos,"Formaggi ovini duri e semiduri, ricotta","Via San Lorenzo 83, San Lorenzo a Pagnatico, 56021 Cascina PI",Small family dairy producing hard and semi-hard cheeses mainly from sheep milk as well as ricotta.,,,,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Fruzzetti%2C%20Via%20San%20Lorenzo%2083%2C%20San%20Lorenzo%20a%20Pagnatico%2C%2056021%20Cascina%20PI&query_place_id=ChIJe2BKcDeM1RIRjVu8itns5rM,43.6703876,10.4939149,,parcial,no comprobado,,,1139
salumificio-bm,Salumificio B.M.,Crespina Lorenzana,Carne,"Salumi toscani, formaggi affinati, Schiacciata di Lavoria, ragù","Via Lavoria 21, 56042 Crespina Lorenzana PI",Tuscan salumeria producing cured meats aged cheeses bread and prepared specialities at its Lavoria plant.,Mon-Sat 08:00-13:00 and 16:00-20:00,+39050799769,salumificiobm@gmail.com,https://www.salumificiobm.eu/,,,,43.6213573,10.5279918,,verificado,no comprobado,,Lácteos y quesos|Pan y cereal|Comida preparada,3067
busti-formaggi,Busti Formaggi,Fauglia,Lácteos y quesos,"Pecorino Toscano DOP, Pecorino Metello, Frescopecora Bio","Via Guglielmo Marconi 13 A/B, Acciaiolo, 56043 Fauglia PI",Family cheesemaker active since 1955 producing Tuscan sheep cow goat and mixed-milk cheeses.,Mon-Sat 08:30-20:00; Sun 09:00-20:00,+39050650565,info@caseificiobusti.it,https://www.bustiformaggi.it/,,,,43.5511125,10.5088308,,verificado,sí,ecommerce,,718
savini-tartufi,Savini Tartufi,Palaia,Otros,"Tartufo fresco, formaggi al tartufo, salse e condimenti","Via Antonio Meucci 24, Montanelli, 56036 Palaia PI",Fourth-generation truffle producer making fresh truffle specialities sauces condiments and truffle cheeses.,,+390587628037,,https://www.savinitartufi.it/,,,,43.5921890,10.7175296,,verificado,sí,ecommerce,Condimentos|Lácteos y quesos,3099
il-cerreto,Il Cerreto,Pomarance,Legumbres y cereales,"Cereali, farine, pasta, legumi, olio extravergine di oliva, pomodoro","Località Il Cerreto 45, 56045 Pomarance PI",Organic biodynamic farm producing grains flours pasta pulses vegetables preserves and extra virgin olive oil.,,+39058864213,commerciale@ilcerreto.it,https://www.ilcerreto.it/,,,,43.3374567,10.8299826,,verificado,sí,ecommerce,Aceite|Fruta y verdura|Pan y cereal,2104
savitar-tartufi,Savitar Tartufi,San Miniato,Otros,"Tartufo fresco, formaggi al tartufo, salse e condimenti","Via Luigi Capuana 4, 56028 San Miniato PI",San Miniato truffle producer creating fresh truffle products sauces condiments and cheese specialities.,,+39057142710,savitar@savitar.it,https://savitar.it/,,,,43.6933625,10.8550975,,verificado,no comprobado,,Condimentos|Lácteos y quesos,3101
azienda-agricola-l-avvenire,Azienda Agricola L'Avvenire,Terricciola,Lácteos y quesos,"Ricotta, taleggio, tomini, yogurt, olio extravergine di oliva","Via degli Artisti 37, 56030 Terricciola PI",Family farm transforming milk from its own Pezzata Rossa cattle into cheeses and yogurt and producing olive oil.,,+390587653257,elenadallacqua@virgilio.it,,,,,43.52556,10.68083,,parcial,no comprobado,,Aceite,377
formaggi-fratelli-carai,Formaggi Fratelli Carai,Volterra,Lácteos y quesos,"Pecorini a latte crudo, ricotta, raviggiolo","Podere Rimini, Località Montemiccioli, 56048 Volterra PI",Family sheep dairy producing raw-milk pecorino ricotta and fresh cheeses from milk of its own flock.,,,,,,,,43.40143,10.86111,,parcial,no comprobado,,,1815
granarolo-volterra-pinzani,Granarolo — Caseificio Volterra (già Pinzani),Volterra,Lácteos y quesos,"Pecorino Toscano DOP, Pecorino Contradaiolo, pecorini a latte crudo","SP 52 per Casole d'Elsa, Località Montemiccioli, 56048 Volterra PI",Granarolo dairy continuing the Pinzani tradition of raw-milk Tuscan pecorino production in Volterra.,,+39058835043,caseificio.volterra@granarolo.it,https://www.granarolo.it/marchi/pinzani/tutti,,,,43.3909919,10.9925396,,verificado,no comprobado,,,2036
fattoria-lischeto,Fattoria Lischeto,Volterra,Lácteos y quesos,"Pecorino delle Balze Volterrane DOP, formaggi ovini e vaccini, yogurt","Località Lischeto, 56048 Volterra PI",Organic farm with a complete production cycle for sheep and cow cheeses alongside pasta olive oil and honey.,Mon-Sun 09:00-17:30,+39058830403,booking@agrilischeto.com,https://www.agrilischeto.com/,,,,43.40143,10.86111,,verificado,sí,email,Aceite|Miel|Pan y cereal,1763
fattoria-la-tana,Fattoria La Tana,Crespina Lorenzana,Vino,vini della fattoria e vino sfuso,"Via Lustignano 6, Località Cenaia, 56042 Crespina Lorenzana PI","Fattoria di Silvia Baroncini con vigneti e cantina propri, punto vendita aziendale, degustazioni e accoglienza agrituristica.","Mié-Vie 15:00-19:00; Sáb 09:00-13:00",+393487604698,silvia@fattorialatana.com,https://www.fattorialatana.com/,,,,43.57389,10.56528,,verificado,no comprobado,,,1760
trinci-caffe,Trinci Caffè,Buti,Café,"Café en grano, espresso y filtro",,Torrefazione artesana toscana de alta calidad fundada por Andrea Trinci con laboratorio de tueste propio en Cascine di Buti.,,,,https://www.trincicaffe.it/,,https://www.instagram.com/caffetrinci/,,43.72972,10.58667,,parcial,no comprobado,,,3312
toscaffe,Toscaffè,Cascina,Café,"Café en grano, espresso y filtro",,Torrefazione artesanal activa desde 1987 con laboratorio de tueste propio en Cascina y selección de monorígenes.,,,info@toscaffe.it,https://www.toscaffe.it/,,https://www.instagram.com/toscaffe_official/,,43.68,10.50028,,verificado,sí,ecommerce,,3299
